temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density_categorical,holiday_Christmas Day,holiday_Columbus Day,holiday_Independence Day,holiday_Labor Day,holiday_Martin Luther King Jr Day,holiday_Memorial Day,holiday_New Years Day,holiday_None,holiday_State Fair,holiday_Thanksgiving Day,holiday_Veterans Day,holiday_Washingtons Birthday
299.2,0.0,0.0,75,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
286.88,0.0,0.0,90,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
275.03,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
263.58,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
285.25,0.0,0.0,20,21,low,0,0,0,0,0,0,0,1,0,0,0,0
292.09,6.89,0.0,44,7,very low,0,0,0,0,0,0,0,1,0,0,0,0
292.48,0.0,0.0,1,15,high,0,0,0,0,0,0,0,1,0,0,0,0
275.01,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.81,0.0,0.0,90,15,high,0,0,0,0,0,0,0,1,0,0,0,0
274.43,0.0,0.0,90,11,high,0,0,0,0,0,0,0,1,0,0,0,0
289.44,0.51,0.0,90,20,low,0,0,0,0,0,0,0,1,0,0,0,0
263.49,0.0,0.0,64,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
274.15,0.0,0.0,90,9,high,0,0,0,0,0,0,0,1,0,0,0,0
286.3,0.32,0.0,40,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
299.45,0.0,0.0,40,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
306.68,0.0,0.0,75,17,medium,0,0,0,0,0,0,0,1,0,0,0,0
279.79,0.0,0.0,40,14,high,0,0,0,0,0,0,0,1,0,0,0,0
271.59,0.0,0.0,40,16,medium,0,0,0,0,0,0,0,1,0,0,0,0
268.86,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
287.83,0.0,0.0,90,6,high,0,0,0,0,0,0,0,1,0,0,0,0
296.58,0.0,0.0,1,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
304.61,0.0,0.0,20,14,high,0,0,0,0,0,0,0,1,0,0,0,0
287.83,0.0,0.0,40,18,high,0,0,0,0,0,0,0,1,0,0,0,0
290.19,0.0,0.0,68,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
299.0,0.0,0.0,0,16,high,0,0,0,0,0,0,0,1,0,0,0,0
286.92,0.0,0.0,1,6,very low,0,0,0,0,0,0,0,1,0,0,0,0
261.16,0.0,0.0,90,22,medium,0,0,0,0,0,0,0,1,0,0,0,0
267.62,0.0,0.0,64,11,high,0,0,0,0,0,0,0,1,0,0,0,0
253.77,0.0,0.0,90,6,high,0,0,0,0,0,0,0,1,0,0,0,0
290.31,0.0,0.0,1,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
273.68,0.0,0.0,90,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
270.55,0.0,0.0,90,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
298.5,0.0,0.0,1,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
277.75,0.0,0.0,90,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
273.01,0.0,0.0,90,18,high,0,0,0,0,0,0,0,1,0,0,0,0
281.81,0.0,0.0,1,18,high,0,0,0,0,0,0,0,1,0,0,0,0
296.99,0.25,0.0,5,22,low,0,0,0,0,0,0,0,1,0,0,0,0
279.08,0.0,0.0,90,14,high,0,0,0,0,0,0,0,1,0,0,0,0
297.0,1.78,0.0,75,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
275.13,0.0,0.0,64,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
281.31,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.17,0.25,0.0,1,5,low,0,0,0,0,0,0,0,1,0,0,0,0
296.57,0.0,0.0,1,10,high,0,0,0,0,0,0,0,1,0,0,0,0
287.28,0.0,0.0,1,6,low,0,0,0,0,0,0,0,1,0,0,0,0
290.01,0.25,0.0,20,14,high,0,0,0,0,0,0,0,1,0,0,0,0
271.35,0.0,0.0,90,21,low,0,0,0,0,0,0,0,1,0,0,0,0
298.15,0.0,0.0,1,12,high,0,0,0,0,0,0,0,1,0,0,0,0
262.36,0.0,0.0,1,11,high,0,0,0,0,0,0,0,1,0,0,0,0
269.66,0.0,0.0,64,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
288.64,0.0,0.0,0,6,very high,0,0,0,0,0,0,0,1,0,0,0,0
297.5,0.0,0.0,90,13,high,0,0,0,0,0,0,0,1,0,0,0,0
290.11,0.0,0.0,1,8,medium,0,0,0,0,0,0,0,1,0,0,0,0
271.48,0.0,0.0,64,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.54,0.0,0.0,90,13,high,0,0,0,0,0,0,0,1,0,0,0,0
276.62,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
272.8,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
288.15,0.0,0.0,75,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
277.41,0.0,0.0,40,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
283.47,0.0,0.0,80,5,low,0,0,0,0,0,0,0,1,0,0,0,0
295.07,0.0,0.0,0,13,high,0,0,0,0,0,0,0,1,0,0,0,0
288.75,0.0,0.0,1,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
280.05,0.0,0.0,90,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
291.76,0.0,0.0,1,21,low,0,0,0,0,0,0,0,1,0,0,0,0
283.01,0.0,0.0,64,14,high,0,0,0,0,0,0,0,1,0,0,0,0
287.03,0.0,0.0,1,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
282.4290000000001,0.0,0.0,0,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
278.024,0.0,0.0,80,23,low,0,0,0,0,0,0,0,1,0,0,0,0
284.25,0.0,0.0,90,22,low,0,0,0,0,0,0,0,1,0,0,0,0
287.38,0.0,0.0,90,22,low,0,0,0,0,0,0,0,1,0,0,0,0
292.42,0.0,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
271.16,0.0,0.0,64,12,high,0,0,0,0,0,0,0,1,0,0,0,0
275.29,0.0,0.0,90,10,high,0,0,0,0,0,0,0,1,0,0,0,0
276.15,0.0,0.0,1,23,low,0,0,0,0,0,0,0,1,0,0,0,0
294.62,0.0,0.0,90,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
272.53,0.0,0.0,20,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
287.9,0.0,0.0,40,6,high,0,0,0,0,0,0,0,1,0,0,0,0
263.57,0.0,0.0,64,13,high,0,0,0,0,0,0,0,1,0,0,0,0
273.37,0.0,0.0,90,23,low,0,0,0,0,0,0,0,1,0,0,0,0
289.42,0.0,0.0,90,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
301.35,0.0,0.0,1,21,low,0,0,0,0,0,0,0,1,0,0,0,0
274.48,0.0,0.0,40,22,medium,0,0,0,0,0,0,0,1,0,0,0,0
253.62,0.0,0.0,1,22,low,0,0,0,0,0,0,0,1,0,0,0,0
290.11,0.0,0.0,0,9,high,0,0,0,0,0,0,0,1,0,0,0,0
276.79,2.1,0.0,75,15,high,0,0,0,0,0,0,0,1,0,0,0,0
277.02,0.0,0.0,75,21,low,0,0,0,0,0,0,0,1,0,0,0,0
265.89,0.0,0.0,75,14,high,0,0,0,0,0,0,0,1,0,0,0,0
282.16,0.42,0.0,90,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
287.67,0.0,0.0,1,11,high,0,0,0,0,0,0,0,1,0,0,0,0
293.07,0.0,0.0,90,10,high,0,0,0,0,0,0,0,1,0,0,0,0
296.69,0.0,0.0,90,13,high,0,0,0,0,0,0,0,1,0,0,0,0
294.11,0.0,0.0,75,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
298.65,0.0,0.0,40,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
283.08,0.0,0.0,75,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
255.75,0.0,0.0,1,17,medium,0,0,0,0,0,0,0,1,0,0,0,0
300.0,0.0,0.0,0,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
289.25,0.0,0.0,75,18,medium,0,0,0,0,0,0,0,1,0,0,0,0
276.34,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.29,0.0,0.0,90,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
278.16,0.0,0.0,40,10,high,0,0,0,0,0,0,0,1,0,0,0,0
261.02,0.0,0.0,85,23,medium,0,0,0,0,0,0,0,1,0,0,0,0
293.04,0.0,0.0,40,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
297.62,0.0,0.0,75,8,high,0,0,0,0,0,0,0,1,0,0,0,0
281.08,0.0,0.0,90,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
299.48,0.0,0.0,36,12,high,0,0,0,0,0,0,0,1,0,0,0,0
288.68,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
279.68,0.0,0.0,40,12,medium,0,0,0,0,0,0,0,1,0,0,0,0
267.82,0.0,0.0,90,18,medium,0,0,0,0,0,0,0,1,0,0,0,0
279.33,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
273.22,0.0,0.0,75,14,high,0,0,0,0,0,0,0,1,0,0,0,0
273.9,0.0,0.0,20,6,very low,0,0,0,0,0,0,0,1,0,0,0,0
269.4,0.0,0.0,40,20,low,0,0,0,0,0,0,0,1,0,0,0,0
295.78,0.0,0.0,75,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
289.23,0.0,0.0,1,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
276.77,0.0,0.0,48,8,high,0,0,0,0,0,0,0,1,0,0,0,0
287.79,0.0,0.0,1,11,high,0,0,0,0,0,0,0,1,0,0,0,0
288.99,0.0,0.0,20,17,medium,0,0,0,0,0,0,0,1,0,0,0,0
286.57,0.0,0.0,90,11,high,0,0,0,0,0,0,0,1,0,0,0,0
274.47,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
263.14,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
270.15,0.0,0.0,1,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
273.82,0.0,0.0,90,6,very low,0,0,0,0,0,0,0,1,0,0,0,0
259.9,0.0,0.0,1,9,low,0,0,0,0,0,0,0,1,0,0,0,0
274.0,0.0,0.0,90,9,high,0,0,0,0,0,0,0,1,0,0,0,0
292.56,8.4,0.0,92,8,high,0,0,0,0,0,0,0,1,0,0,0,0
274.86,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
285.73,0.0,0.0,90,6,high,0,0,0,0,0,0,0,1,0,0,0,0
295.08,0.0,0.0,90,15,high,0,0,0,0,0,0,0,1,0,0,0,0
289.5,0.0,0.0,1,10,high,0,0,0,0,0,0,0,1,0,0,0,0
288.55,0.0,0.0,1,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
255.82,0.0,0.0,90,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
279.24,0.0,0.0,75,13,high,0,0,0,0,0,0,0,1,0,0,0,0
267.46,0.0,0.0,1,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
293.95,0.0,0.0,75,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
293.01,0.0,0.0,1,8,high,0,0,0,0,0,0,0,1,0,0,0,0
272.87,0.0,0.0,90,9,medium,0,0,0,0,0,0,0,1,0,0,0,0
285.22,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
300.22,0.0,0.0,75,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
265.09,0.0,0.0,40,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
297.82,0.0,0.0,40,21,low,0,0,0,0,0,0,0,1,0,0,0,0
287.52,0.0,0.0,40,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
270.01,0.0,0.0,1,8,high,0,0,0,0,0,0,0,1,0,0,0,0
286.42,0.0,0.0,90,10,low,0,0,0,0,0,0,0,1,0,0,0,0
272.62,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
287.17,0.3,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
288.44,0.0,0.0,1,11,high,0,0,0,0,0,0,0,1,0,0,0,0
277.02,0.0,0.0,90,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
292.29,0.0,0.0,48,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.2,0.0,0.0,1,8,high,0,0,0,0,0,0,0,1,0,0,0,0
274.02,0.0,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
286.01,0.0,0.0,20,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
282.95,0.0,0.0,90,6,very low,0,0,0,0,0,0,0,1,0,0,0,0
283.21,0.0,0.0,90,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
287.83,0.0,0.0,12,5,medium,0,0,0,0,0,0,0,1,0,0,0,0
295.19,3.56,0.0,90,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
297.29,0.0,0.0,75,14,high,0,0,0,0,0,0,0,1,0,0,0,0
283.85,1.52,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
288.02,0.0,0.0,75,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
256.16,0.0,0.0,40,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
272.21,0.0,0.0,90,14,high,0,0,0,0,0,0,0,1,0,0,0,0
268.29,0.0,0.0,1,6,high,0,0,0,0,0,0,0,1,0,0,0,0
281.75,0.0,0.0,90,22,low,0,0,0,0,0,0,0,1,0,0,0,0
271.3,1.52,0.0,64,8,medium,0,0,0,0,0,0,0,1,0,0,0,0
294.67,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.69,0.0,0.0,90,20,low,0,0,0,0,0,0,0,1,0,0,0,0
291.12,0.0,0.0,90,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
288.99,0.0,0.0,0,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
302.46,0.0,0.0,40,14,high,0,0,0,0,0,0,0,1,0,0,0,0
291.35,0.25,0.0,48,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.48,0.25,0.0,1,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
269.89,0.0,0.0,1,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.55,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
285.99,0.0,0.0,100,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
271.8,0.0,0.0,90,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
264.72,0.0,0.0,20,15,very high,0,0,0,0,0,0,0,1,0,0,0,0
282.42,0.38,0.0,90,9,high,0,0,0,0,0,0,0,1,0,0,0,0
272.75,0.0,0.0,75,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
286.71,1.84,0.0,92,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
272.72,0.0,0.0,75,19,low,0,0,0,0,0,0,0,1,0,0,0,0
263.63,0.0,0.0,64,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
251.77,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
273.57,0.0,0.0,90,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
282.82,0.0,0.0,5,9,medium,0,0,0,0,0,0,0,1,0,0,0,0
272.24,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
269.08,0.0,0.0,90,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
294.69,1.52,0.0,1,21,low,0,0,0,0,0,0,0,1,0,0,0,0
290.65,0.0,0.0,92,18,medium,0,0,0,0,0,0,0,1,0,0,0,0
256.3,0.0,0.0,64,22,medium,0,0,0,0,0,0,0,1,0,0,0,0
258.69,0.0,0.0,1,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
247.44,0.0,0.0,1,8,low,0,0,0,0,0,0,0,1,0,0,0,0
277.43,0.0,0.0,1,10,high,0,0,0,0,0,0,0,1,0,0,0,0
291.0,0.0,0.0,40,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
285.69,0.0,0.0,1,6,very low,0,0,0,0,0,0,0,1,0,0,0,0
297.09,0.25,0.0,64,14,high,0,0,0,0,0,0,0,1,0,0,0,0
270.59,0.0,0.0,90,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
284.41,0.0,0.0,1,11,high,0,0,0,0,0,0,0,1,0,0,0,0
291.85,0.0,0.0,40,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
265.55,0.0,0.0,90,8,high,0,0,0,0,0,0,0,1,0,0,0,0
268.93,0.0,0.0,90,5,low,0,0,0,0,0,0,0,1,0,0,0,0
279.07,0.0,0.0,64,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
281.195,0.0,0.0,0,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
270.79,0.0,0.0,90,17,medium,0,0,0,0,0,0,0,1,0,0,0,0
291.93,0.0,0.0,40,14,medium,0,0,0,0,0,0,0,1,0,0,0,0
295.2,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
259.73,0.0,0.0,90,6,very low,0,0,0,0,0,0,0,1,0,0,0,0
277.47,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
273.22,0.0,0.0,1,5,low,0,0,0,0,0,0,0,1,0,0,0,0
258.79,0.0,0.0,5,17,high,0,0,0,0,0,0,0,1,0,0,0,0
270.58,0.0,0.0,90,16,low,0,0,0,0,0,0,0,1,0,0,0,0
277.71,0.51,0.0,90,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.27,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
278.86,0.0,0.0,40,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
273.95,0.0,0.0,75,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
271.65,0.0,0.0,90,10,low,0,0,0,0,0,0,0,1,0,0,0,0
299.86,0.0,0.0,1,23,low,0,0,0,0,0,0,0,1,0,0,0,0
276.21,0.0,0.0,90,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.84,0.0,0.0,90,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
261.88,0.0,0.0,90,18,high,0,0,0,0,0,0,0,1,0,0,0,0
280.75,0.0,0.0,90,22,low,0,0,0,0,0,0,0,1,0,0,0,0
287.89,0.0,0.0,90,15,high,0,0,0,0,0,0,0,1,0,0,0,0
273.15,0.0,0.0,90,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
292.18,0.28,0.0,40,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
298.07,0.0,0.0,0,9,high,0,0,0,0,0,0,0,1,0,0,0,0
281.25,0.0,0.0,90,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.793,0.0,0.0,64,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
273.94,0.0,0.0,90,22,very low,0,0,0,0,0,0,0,1,0,0,0,0
287.5,0.0,0.0,44,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
272.07,0.0,0.0,5,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
298.07,0.0,0.0,8,14,high,0,0,0,0,0,0,0,1,0,0,0,0
276.58,0.0,0.0,90,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
288.23,0.0,0.0,1,5,medium,0,0,0,0,0,0,0,1,0,0,0,0
296.67,0.0,0.0,1,10,low,0,0,0,0,0,0,0,1,0,0,0,0
284.55,0.0,0.0,1,6,high,0,0,0,0,0,0,0,1,0,0,0,0
284.6,1.02,0.0,92,12,high,0,0,0,0,0,0,0,1,0,0,0,0
261.02,0.0,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.79,0.42,0.0,90,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
265.78,0.0,0.0,90,14,medium,0,0,0,0,0,0,0,1,0,0,0,0
290.43,0.0,0.0,75,20,low,0,0,0,0,0,0,0,1,0,0,0,0
270.29,0.0,0.0,90,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
294.13,0.0,0.0,0,21,low,0,0,0,0,0,0,0,1,0,0,0,0
291.89,5.59,0.0,90,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
265.42,0.0,0.0,64,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
275.88,0.0,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.47,0.25,0.0,48,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
268.5,0.0,0.0,75,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.7,0.0,0.0,92,12,high,0,0,0,0,0,0,0,1,0,0,0,0
295.36,0.0,0.0,40,15,high,0,0,0,0,0,0,0,1,0,0,0,0
292.4,0.0,0.0,90,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.55,0.0,0.0,1,21,low,0,0,0,0,0,0,0,1,0,0,0,0
270.55,0.0,0.0,5,9,high,0,0,0,0,0,0,0,1,0,0,0,0
299.28,0.0,0.0,75,15,very high,0,0,0,0,0,0,0,1,0,0,0,0
248.84,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
299.39,0.0,0.0,90,16,medium,0,0,0,0,0,0,0,1,0,0,0,0
276.41,1.02,0.0,90,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
296.56,0.0,0.0,92,18,medium,0,0,0,0,0,0,0,1,0,0,0,0
272.93,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.87,0.0,0.0,90,16,high,0,0,0,0,0,0,0,1,0,0,0,0
285.08,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
279.02,0.0,0.0,40,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
288.0,0.98,0.0,90,7,high,0,0,0,0,0,0,0,1,0,0,0,0
274.55,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
270.21,0.0,0.0,90,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
283.94,0.0,0.0,40,13,high,0,0,0,0,0,0,0,1,0,0,0,0
277.37,0.0,0.0,64,14,high,0,0,0,0,0,0,0,1,0,0,0,0
304.5,0.0,0.0,20,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
276.28,0.0,0.0,90,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
288.62,0.0,0.0,0,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
288.18,0.0,0.0,1,22,low,0,0,0,0,0,0,0,1,0,0,0,0
269.27,0.0,0.0,64,13,high,0,0,0,0,0,0,0,1,0,0,0,0
291.76,0.25,0.0,1,6,very low,0,0,0,0,0,0,0,1,0,0,0,0
283.55,0.0,0.0,75,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
284.88,0.0,0.0,1,22,low,0,0,0,0,0,0,0,1,0,0,0,0
258.9,0.0,0.0,64,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
272.08,0.0,0.0,90,15,medium,0,0,0,0,0,0,0,1,0,0,0,0
285.15,0.0,0.0,90,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
279.12,0.0,0.0,20,17,high,0,0,0,0,0,0,0,1,0,0,0,0
261.08,0.0,0.0,20,15,very high,0,0,0,0,0,0,0,1,0,0,0,0
248.88,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.02,0.0,0.0,90,9,high,0,0,0,0,0,0,0,1,0,0,0,0
271.4,0.0,0.0,90,18,medium,0,0,0,0,0,0,0,1,0,0,0,0
282.72,0.0,0.0,1,15,high,0,0,0,0,0,0,0,1,0,0,0,0
284.58,1.02,0.0,90,12,medium,0,0,0,0,0,0,0,1,0,0,0,0
293.91,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.17,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
265.65,0.0,0.0,75,9,high,0,0,0,0,0,0,0,1,0,0,0,0
295.8,0.0,0.0,12,12,high,0,0,0,0,0,0,0,1,0,0,0,0
274.55,0.0,0.0,90,23,low,0,0,0,0,0,0,0,1,0,0,0,0
294.39,0.0,0.0,56,17,medium,0,0,0,0,0,0,0,1,0,0,0,0
268.62,0.0,0.0,75,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
291.896,0.0,0.0,92,22,low,0,0,0,0,0,0,0,1,0,0,0,0
276.15,0.0,0.0,1,11,high,0,0,0,0,0,0,0,1,0,0,0,0
290.95,0.9,0.0,68,8,high,0,0,0,0,0,0,0,1,0,0,0,0
282.56,0.0,0.0,1,12,high,0,0,0,0,0,0,0,1,0,0,0,0
273.55,0.0,0.0,20,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
276.72,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
298.27,0.0,0.0,36,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
301.08,0.0,0.0,40,18,high,0,0,0,0,0,0,0,1,0,0,0,0
270.4,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
275.6,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
279.29,0.0,0.0,90,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
275.44,0.0,0.0,1,15,high,0,0,0,0,0,0,0,1,0,0,0,0
268.86,0.0,0.0,1,16,medium,0,0,0,0,0,0,0,1,0,0,0,0
292.28,0.0,0.0,90,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
294.84,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
281.5,0.0,0.0,90,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
288.09,0.0,0.0,40,9,high,0,0,0,0,0,0,0,1,0,0,0,0
275.6,0.0,0.0,75,10,high,0,0,0,0,0,0,0,1,0,0,0,0
297.96,0.0,0.0,20,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
295.89,0.0,0.0,40,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
267.49,0.0,0.0,40,21,low,0,0,0,0,0,0,0,1,0,0,0,0
285.14,0.0,0.0,75,11,high,0,0,0,0,0,0,0,1,0,0,0,0
294.65,0.0,0.0,1,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
275.05,0.0,0.0,90,9,medium,0,0,0,0,0,0,0,1,0,0,0,0
260.02,0.0,0.0,1,22,medium,0,0,0,0,0,0,0,1,0,0,0,0
278.77,0.51,0.0,40,11,high,0,0,0,0,0,0,0,1,0,0,0,0
283.33,1.55,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
258.74,0.0,0.0,90,6,medium,0,0,0,0,0,0,0,1,0,0,0,0
290.27,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
299.21,0.0,0.0,40,13,high,0,0,0,0,0,0,0,1,0,0,0,0
271.81,0.0,0.0,90,14,high,0,0,0,0,0,0,0,1,0,0,0,0
288.71,0.0,0.0,40,13,high,0,0,0,0,0,0,0,1,0,0,0,0
269.39,0.0,0.0,90,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
275.9,0.0,0.0,20,11,high,0,0,0,0,0,0,0,1,0,0,0,0
291.03,1.02,0.0,90,7,low,0,0,0,0,0,0,0,1,0,0,0,0
259.37,0.0,0.0,1,22,low,0,0,0,0,0,0,0,1,0,0,0,0
