holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
None,271.83799999999997,0.0,0.0,0,Clear,Sky is Clear,10/24/2016 8:00,5110,high
None,287.74,0.0,0.0,5,Clear,sky is clear,7/28/2018 8:00,2713,low
None,265.22,0.0,0.0,20,Clouds,few clouds,1/18/2013 14:00,5474,high
None,306.07,0.0,0.0,40,Clouds,scattered clouds,9/15/2018 16:00,4219,medium
None,303.82,0.0,0.0,1,Clear,sky is clear,7/6/2017 14:00,4996,high
None,263.71,0.0,0.0,64,Mist,mist,12/25/2013 8:00,675,very low
None,258.46,0.0,0.0,90,Snow,light snow,1/9/2016 14:00,4570,high
None,284.55,0.0,0.0,90,Mist,mist,10/6/2013 13:00,6645,very high
None,295.77,0.0,0.0,90,Clouds,overcast clouds,6/29/2017 16:00,6490,very high
None,299.15,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/11/2016 13:00,4475,high
None,256.58,0.0,0.0,90,Clouds,overcast clouds,1/14/2013 5:00,2368,low
None,272.77,0.51,0.0,90,Rain,light rain,4/3/2014 19:00,2472,low
None,258.51,0.0,0.0,90,Mist,mist,12/17/2016 7:00,1195,very low
None,288.15,0.0,0.0,0,Clear,Sky is Clear,8/7/2013 4:00,819,very low
None,293.08,0.0,0.0,90,Clouds,overcast clouds,7/27/2014 10:00,3420,medium
None,301.94,0.0,0.0,1,Clear,sky is clear,7/22/2017 13:00,4457,high
None,288.48,0.0,0.0,1,Clear,sky is clear,7/26/2018 6:00,5813,high
None,290.9,9.62,0.0,90,Haze,haze,9/20/2018 18:00,3898,medium
None,283.83,0.0,0.0,1,Clear,sky is clear,9/14/2013 7:00,2228,low
None,285.48,0.0,0.0,0,Clear,Sky is Clear,6/21/2016 5:00,3097,medium
None,295.5,0.0,0.0,40,Clouds,scattered clouds,9/6/2018 16:00,6396,very high
None,285.43,0.0,0.0,75,Clouds,broken clouds,4/30/2013 2:00,275,very low
None,268.99,0.0,0.0,20,Clouds,few clouds,3/12/2014 3:00,369,very low
None,295.8,0.0,0.0,0,Clear,Sky is Clear,6/29/2013 0:00,1164,very low
None,288.15,0.0,0.0,1,Clear,sky is clear,3/11/2016 14:00,5835,very high
None,268.75,0.0,0.0,1,Clear,sky is clear,12/12/2017 22:00,3263,medium
None,291.65,0.0,0.0,1,Clear,sky is clear,7/7/2014 5:00,2830,low
None,295.32,0.0,0.0,75,Clouds,broken clouds,7/24/2016 7:00,1314,very low
None,276.453,0.0,0.0,0,Clear,Sky is Clear,10/30/2016 3:00,429,very low
None,271.44,0.0,0.0,64,Clouds,broken clouds,12/17/2013 6:00,5273,high
None,291.46,0.0,0.0,20,Clouds,few clouds,7/8/2016 4:00,820,very low
None,293.86,1.02,0.0,5,Rain,moderate rain,8/25/2018 21:00,3156,medium
None,272.23,0.0,0.0,90,Clouds,overcast clouds,1/18/2018 20:00,3096,medium
None,248.88,0.0,0.0,1,Clear,sky is clear,3/3/2014 3:00,359,very low
None,306.28,0.0,0.0,40,Clouds,scattered clouds,9/22/2017 16:00,6103,very high
None,291.65,4.29,0.0,88,Rain,heavy intensity rain,6/19/2014 7:00,5675,high
None,267.18,0.0,0.0,90,Fog,fog,12/29/2015 23:00,1180,very low
None,294.17,0.0,0.0,1,Clear,sky is clear,8/25/2016 18:00,4274,medium
None,281.987,0.0,0.0,0,Clear,Sky is Clear,10/30/2016 17:00,4060,medium
None,292.12,0.0,0.0,1,Clear,sky is clear,8/6/2015 0:00,837,very low
None,274.07,1.02,0.0,64,Drizzle,light intensity drizzle,12/2/2013 18:00,3611,medium
None,286.66,0.25,0.0,90,Rain,light rain,5/9/2016 21:00,2543,low
None,262.18,0.0,0.0,90,Mist,mist,12/30/2012 10:00,2930,medium
None,297.48,4.06,0.0,75,Mist,mist,8/27/2018 18:00,3629,medium
None,290.15,0.0,0.0,40,Clouds,scattered clouds,7/9/2017 6:00,913,very low
None,285.65,0.0,0.0,1,Clear,sky is clear,3/11/2016 23:00,2084,low
None,274.28,0.0,0.0,90,Mist,mist,12/23/2016 13:00,4665,high
None,290.73,1.78,0.0,1,Mist,mist,8/26/2018 0:00,1375,very low
None,283.62,0.0,0.0,90,Clouds,overcast clouds,4/10/2017 3:00,325,very low
None,288.66,0.0,0.0,1,Rain,light rain,8/13/2017 7:00,1099,very low
None,293.89,0.0,0.0,90,Rain,light rain,6/19/2018 1:00,373,very low
None,289.02,0.0,0.0,1,Mist,mist,7/6/2018 4:00,752,very low
None,284.15,0.0,0.0,90,Clouds,overcast clouds,10/23/2017 17:00,6250,very high
None,266.62,0.0,0.0,64,Clouds,broken clouds,12/22/2013 10:00,3163,medium
None,256.46,0.0,0.0,1,Mist,mist,2/5/2016 3:00,323,very low
None,289.55,0.0,0.0,90,Thunderstorm,proximity thunderstorm,6/11/2017 12:00,4039,medium
None,295.51,0.0,0.0,75,Clouds,broken clouds,7/26/2014 23:00,2466,low
None,296.64,0.0,0.0,1,Clear,sky is clear,8/21/2015 13:00,5255,high
None,286.69,0.0,0.0,40,Clouds,scattered clouds,6/24/2017 3:00,461,very low
None,298.09,0.0,0.0,5,Clear,sky is clear,8/15/2018 21:00,2687,low
None,294.15,0.0,0.0,75,Clouds,broken clouds,4/8/2017 20:00,3007,medium
None,283.29,0.0,0.0,90,Mist,mist,11/17/2015 9:00,5236,high
None,283.08,0.0,0.0,90,Clouds,overcast clouds,5/12/2018 1:00,642,very low
None,295.5,0.0,0.0,1,Clear,sky is clear,9/4/2017 1:00,585,very low
None,301.05,0.0,0.0,75,Clouds,broken clouds,5/26/2014 13:00,3562,medium
None,268.62,0.0,0.0,90,Snow,snow,3/6/2013 7:00,6157,very high
None,283.86,0.0,0.0,75,Mist,mist,4/20/2016 5:00,2859,low
None,276.15,0.0,0.0,5,Clear,sky is clear,3/12/2018 14:00,4554,high
None,303.58,0.0,0.0,20,Clouds,few clouds,5/29/2018 12:00,4866,high
None,253.42,0.0,0.0,1,Clear,sky is clear,12/15/2016 1:00,342,very low
None,267.14,0.0,0.0,90,Mist,mist,12/30/2015 9:00,4350,medium
None,282.38,0.0,0.0,1,Clear,sky is clear,9/19/2015 8:00,3497,medium
None,282.36,0.0,0.0,90,Drizzle,light intensity drizzle,10/23/2015 9:00,4961,high
None,277.57,0.0,0.0,90,Mist,mist,4/28/2016 1:00,365,very low
None,278.8,0.0,0.0,1,Clear,sky is clear,4/24/2018 3:00,346,very low
None,272.08,0.0,0.0,90,Clouds,overcast clouds,11/16/2017 12:00,4977,high
None,269.69,0.0,0.0,90,Snow,snow,1/10/2017 12:00,3312,medium
None,282.63,0.0,0.0,0,Clear,Sky is Clear,10/13/2013 10:00,4850,high
None,258.17,0.25,0.0,64,Rain,light rain,1/25/2014 23:00,1922,low
None,279.76,0.0,0.0,90,Rain,moderate rain,4/20/2017 0:00,592,very low
None,276.793,0.0,0.0,64,Clouds,broken clouds,1/6/2014 7:00,4471,high
None,277.71,0.0,0.0,90,Clouds,overcast clouds,5/2/2013 22:00,1882,low
None,295.08,0.0,0.0,90,Mist,mist,7/26/2017 9:00,5034,high
None,285.96,0.0,0.0,90,Mist,mist,6/25/2017 9:00,3390,medium
None,273.29,0.0,0.0,1,Clear,sky is clear,12/20/2016 7:00,5998,very high
None,291.44,0.0,0.0,90,Drizzle,light intensity drizzle,6/19/2018 15:00,5852,very high
None,274.34,0.0,0.0,90,Clouds,overcast clouds,4/17/2013 10:00,4595,high
None,296.55,0.0,0.0,40,Clouds,scattered clouds,8/23/2017 18:00,4678,high
None,249.94,0.0,0.0,1,Clear,sky is clear,12/24/2013 0:00,667,very low
None,279.44,0.0,0.0,0,Clear,Sky is Clear,10/16/2013 20:00,2980,medium
None,299.68,0.0,0.0,90,Rain,moderate rain,6/17/2017 17:00,4421,high
None,297.14,0.0,0.0,1,Clear,sky is clear,4/30/2018 15:00,5792,high
None,265.46,0.0,0.0,1,Clear,sky is clear,4/2/2013 5:00,2518,low
None,274.87,0.0,0.0,90,Drizzle,drizzle,1/21/2017 8:00,2946,medium
None,273.71,0.0,0.0,75,Clouds,broken clouds,4/14/2014 19:00,2939,medium
None,292.06,0.0,0.0,1,Clear,sky is clear,5/1/2018 14:00,4926,high
None,288.62,3.45,0.0,90,Thunderstorm,proximity thunderstorm with rain,9/17/2018 16:00,6354,very high
None,300.55,0.0,0.0,1,Clear,sky is clear,6/8/2017 16:00,6500,very high
None,272.15,0.0,0.0,90,Clouds,overcast clouds,11/11/2017 7:00,2323,low
None,298.59,0.0,0.0,40,Clouds,scattered clouds,6/21/2017 20:00,3152,medium
None,267.43,0.0,0.0,90,Clouds,overcast clouds,2/18/2018 7:00,1210,very low
None,292.16,0.0,0.0,1,Clear,sky is clear,5/17/2018 1:00,495,very low
None,272.51,0.0,0.0,64,Clouds,broken clouds,11/30/2013 21:00,2603,low
None,249.15,0.0,0.0,20,Clouds,few clouds,2/27/2014 9:00,4366,medium
None,259.86,0.0,0.0,1,Clear,sky is clear,2/13/2016 13:00,4840,high
None,278.3,0.0,0.0,5,Clear,sky is clear,4/17/2018 16:00,6657,very high
None,287.61,0.0,0.0,20,Mist,mist,5/22/2018 8:00,5752,high
None,262.35,0.0,0.0,5,Haze,haze,1/12/2017 15:00,5287,high
None,287.01,3.9,0.0,92,Rain,moderate rain,6/7/2014 6:00,1673,low
None,263.48,0.0,0.0,1,Clear,sky is clear,2/9/2016 17:00,6321,very high
None,273.51,0.0,0.0,5,Clear,sky is clear,3/1/2018 20:00,3169,medium
None,267.15,0.0,0.0,90,Snow,snow,12/24/2017 14:00,3694,medium
None,256.87,0.0,0.0,90,Clouds,overcast clouds,2/5/2014 17:00,6058,very high
None,302.43,0.0,0.0,5,Clear,sky is clear,6/10/2017 11:00,4307,medium
None,250.64,0.0,0.0,75,Clouds,broken clouds,2/6/2014 3:00,379,very low
None,268.3,0.0,0.0,20,Haze,haze,1/6/2013 14:00,4074,medium
None,292.13,0.0,0.0,1,Clear,sky is clear,9/15/2015 7:00,6034,very high
None,270.79,0.0,0.0,20,Clouds,few clouds,2/13/2013 18:00,4704,high
None,276.94,0.0,0.0,75,Clouds,broken clouds,4/11/2018 11:00,5123,high
None,282.69,0.0,0.0,75,Clouds,broken clouds,4/10/2014 9:00,5379,high
None,287.48,1.78,0.0,90,Rain,moderate rain,9/20/2018 4:00,914,very low
None,255.34,0.0,0.0,40,Clouds,scattered clouds,1/28/2014 15:00,5266,high
None,299.23,0.0,0.0,0,Clear,Sky is Clear,8/26/2013 9:00,5443,high
None,295.73,0.0,0.0,80,Clouds,broken clouds,8/30/2013 3:00,385,very low
None,267.22,0.0,0.0,1,Clear,sky is clear,12/21/2017 23:00,1450,very low
None,261.15,0.0,0.0,75,Haze,haze,2/12/2018 16:00,6459,very high
None,255.94,0.0,0.0,64,Mist,mist,12/8/2013 6:00,797,very low
None,285.51,0.0,0.0,90,Clouds,overcast clouds,10/5/2013 16:00,5134,high
None,273.87,0.0,0.0,90,Clouds,overcast clouds,2/24/2016 22:00,1730,low
None,250.32,0.0,0.0,1,Clear,sky is clear,1/2/2013 6:00,5366,high
None,293.46,0.0,0.0,8,Clear,sky is clear,9/19/2016 12:00,4215,medium
None,270.29,0.0,0.0,1,Mist,mist,11/12/2017 0:00,1259,very low
None,268.32,0.0,0.0,64,Clouds,broken clouds,1/12/2014 2:00,524,very low
None,273.08,0.0,0.0,75,Clouds,broken clouds,2/22/2016 19:00,3031,medium
None,293.49,0.0,0.0,1,Clear,sky is clear,11/6/2016 16:00,3782,medium
None,290.53,0.0,0.0,1,Haze,haze,6/30/2015 8:00,5354,high
None,302.02,0.0,0.0,20,Clouds,few clouds,7/20/2017 20:00,3346,medium
None,255.73,0.0,0.0,40,Clouds,scattered clouds,12/27/2017 20:00,2482,low
None,276.93,0.0,0.0,90,Mist,mist,1/12/2013 21:00,2304,low
None,261.06,0.0,0.0,90,Clouds,overcast clouds,2/24/2014 18:00,4135,medium
None,271.51,0.0,0.0,90,Snow,heavy snow,12/8/2012 15:00,4807,high
None,296.34,0.0,0.0,1,Clear,sky is clear,7/2/2015 19:00,3532,medium
None,273.68,0.0,0.0,1,Mist,mist,12/9/2015 2:00,262,very low
None,271.48,0.0,0.0,90,Clouds,overcast clouds,11/18/2013 2:00,249,very low
None,274.88,0.0,0.0,75,Clouds,broken clouds,10/7/2012 22:00,1555,low
None,293.15,0.0,0.0,1,Clear,sky is clear,10/20/2017 21:00,2903,low
None,290.38,3.94,0.0,76,Rain,moderate rain,9/23/2016 17:00,5173,high
None,283.21,0.0,0.0,76,Clouds,broken clouds,10/12/2013 16:00,5463,high
None,296.38,0.0,0.0,1,Clear,sky is clear,10/4/2012 13:00,5178,high
None,282.82,0.0,0.0,57,Drizzle,light intensity drizzle,10/14/2012 11:00,3662,medium
None,296.82,0.0,0.0,75,Clouds,broken clouds,8/29/2016 10:00,4039,medium
None,290.86,0.0,0.0,1,Clear,sky is clear,8/21/2017 6:00,5454,high
None,258.39,0.0,0.0,1,Clear,sky is clear,11/24/2013 2:00,558,very low
None,286.15,0.0,0.0,90,Drizzle,drizzle,10/6/2017 22:00,2625,low
None,291.6,0.0,0.0,64,Mist,mist,8/1/2013 9:00,5448,high
None,254.28,0.0,0.0,1,Clear,sky is clear,1/4/2017 12:00,4548,high
None,305.62,0.0,0.0,0,Clear,Sky is Clear,8/28/2013 16:00,6760,very high
None,297.15,0.0,0.0,75,Clouds,broken clouds,7/24/2017 15:00,5436,high
None,281.21,0.0,0.0,90,Mist,mist,4/3/2017 8:00,5958,very high
None,272.5,0.0,0.0,90,Clouds,overcast clouds,10/31/2017 3:00,349,very low
None,270.01,0.0,0.0,1,Mist,mist,1/8/2018 3:00,361,very low
None,268.08,0.0,0.0,90,Mist,mist,4/15/2018 1:00,259,very low
None,295.61,0.0,0.0,1,Clear,sky is clear,8/13/2015 8:00,5414,high
None,273.42,0.0,0.0,1,Mist,mist,11/25/2016 23:00,1358,very low
None,278.15,0.0,0.0,40,Clouds,scattered clouds,11/28/2016 21:00,1811,low
None,288.6,1.01,0.0,90,Rain,proximity shower rain,9/18/2018 10:00,4527,high
None,275.15,0.0,0.0,40,Clouds,scattered clouds,1/21/2018 23:00,848,very low
None,261.82,0.0,0.0,1,Clear,sky is clear,2/2/2017 0:00,531,very low
None,284.61,0.51,0.0,90,Fog,fog,5/20/2014 7:00,6885,very high
None,301.42,0.0,0.0,5,Clear,sky is clear,7/7/2018 19:00,3416,medium
None,278.974,0.0,0.0,8,Clear,sky is clear,10/21/2016 11:00,4439,high
None,276.42,0.0,0.0,90,Haze,haze,4/26/2017 13:00,4912,high
None,301.72,0.0,0.0,40,Clouds,scattered clouds,7/10/2018 17:00,6081,very high
None,269.29,0.0,0.0,90,Mist,mist,3/21/2018 9:00,5356,high
None,276.81,0.0,0.0,40,Clouds,scattered clouds,3/30/2014 4:00,292,very low
None,299.61,0.0,0.0,40,Clouds,scattered clouds,6/6/2014 12:00,5445,high
None,295.15,0.0,0.0,40,Clouds,scattered clouds,8/16/2013 11:00,5384,high
None,289.69,0.0,0.0,1,Fog,fog,8/15/2017 0:00,603,very low
None,268.95,0.0,0.0,40,Clouds,scattered clouds,4/4/2018 21:00,2444,low
None,285.21,0.0,0.0,75,Drizzle,drizzle,4/21/2016 4:00,856,very low
None,291.88,0.0,0.0,56,Clouds,broken clouds,6/19/2013 11:00,5067,high
None,279.22,0.0,0.0,1,Clear,sky is clear,4/26/2018 1:00,358,very low
None,256.61,0.0,0.0,90,Haze,haze,12/29/2017 18:00,3929,medium
None,288.23,1.88,0.0,92,Rain,moderate rain,6/15/2014 5:00,459,very low
None,263.65,0.0,0.0,90,Clouds,overcast clouds,1/1/2013 4:00,372,very low
None,266.9,0.0,0.0,90,Mist,mist,12/17/2012 14:00,5122,high
None,275.69,0.0,0.0,90,Snow,snow,5/1/2017 4:00,792,very low
None,293.82,0.0,0.0,75,Clouds,broken clouds,10/3/2017 13:00,4939,high
None,258.12,0.0,0.0,75,Clouds,broken clouds,2/22/2013 8:00,3310,medium
None,268.09,0.0,0.0,90,Clouds,overcast clouds,3/2/2013 1:00,712,very low
None,281.18,0.0,0.0,1,Clear,sky is clear,10/3/2012 2:00,273,very low
None,281.45,0.25,0.0,1,Rain,light rain,4/25/2014 10:00,4855,high
None,262.85,0.0,0.0,90,Clouds,overcast clouds,1/15/2014 14:00,4735,high
None,255.63,0.0,0.0,75,Clouds,broken clouds,1/23/2013 15:00,5633,high
None,255.91,0.0,0.0,20,Clouds,few clouds,2/11/2014 10:00,4146,medium
None,271.26,0.0,0.0,90,Snow,heavy snow,4/14/2013 6:00,730,very low
None,273.79,0.0,0.0,90,Clouds,overcast clouds,4/11/2017 7:00,6622,very high
None,272.72,0.0,0.0,90,Mist,mist,3/11/2018 9:00,2559,low
None,292.95,0.0,0.0,48,Clouds,scattered clouds,6/12/2016 23:00,1184,very low
None,278.95,0.0,0.0,90,Drizzle,light intensity drizzle,11/18/2015 22:00,1529,low
None,297.74,0.0,0.0,0,Clear,Sky is Clear,8/20/2013 23:00,1167,very low
None,284.25,0.34,0.0,68,Mist,mist,5/12/2014 19:00,3093,medium
None,279.1,0.0,0.0,1,Clear,sky is clear,5/12/2013 5:00,378,very low
None,255.99,0.0,0.0,90,Clouds,overcast clouds,1/23/2013 20:00,2727,low
None,286.35,0.0,0.0,90,Rain,light rain,8/3/2017 17:00,6060,very high
None,276.08,0.0,0.0,1,Clear,sky is clear,5/4/2013 0:00,1187,very low
None,294.44,0.0,0.0,1,Clear,sky is clear,7/27/2015 4:00,880,very low
None,291.952,0.0,0.0,44,Clouds,scattered clouds,7/14/2016 6:00,5394,high
None,285.73,0.0,0.0,92,Rain,light rain,6/7/2013 21:00,3331,medium
None,286.77,0.6,0.0,75,Rain,light rain,4/21/2014 6:00,5483,high
None,298.04,0.0,0.0,90,Clouds,overcast clouds,5/26/2016 19:00,3724,medium
None,274.51,0.0,0.0,90,Haze,haze,2/7/2016 17:00,3386,medium
None,246.65,0.0,0.0,20,Clouds,few clouds,1/27/2014 7:00,4360,medium
None,292.96,0.52,0.0,36,Rain,light rain,6/1/2014 21:00,2413,low
None,279.47,0.0,0.0,40,Clouds,scattered clouds,3/20/2014 15:00,5714,high
None,297.95,0.0,0.0,75,Clouds,broken clouds,7/30/2017 21:00,3170,medium
None,262.02,0.0,0.0,1,Clear,sky is clear,3/14/2017 9:00,4947,high
None,284.79,0.0,0.0,90,Drizzle,light intensity drizzle,5/10/2016 13:00,4983,high
None,296.86400000000003,0.0,0.0,64,Clouds,broken clouds,7/16/2016 13:00,4096,medium
None,271.29,0.0,0.0,1,Clear,sky is clear,4/25/2013 2:00,276,very low
None,284.34,0.0,0.0,1,Clear,sky is clear,11/7/2016 23:00,801,very low
None,292.089,0.0,0.0,8,Clear,sky is clear,10/14/2016 18:00,4549,high
None,297.2,0.0,0.0,1,Clear,sky is clear,5/9/2013 14:00,5598,high
None,289.61,0.0,0.0,1,Mist,mist,8/6/2014 1:00,478,very low
None,294.93,0.0,0.0,1,Thunderstorm,proximity thunderstorm,9/9/2016 18:00,4790,high
None,272.49,0.0,0.0,40,Clouds,scattered clouds,2/4/2017 19:00,4011,medium
None,299.94,0.0,0.0,90,Clouds,overcast clouds,8/5/2018 18:00,4229,medium
None,255.53,0.0,0.0,1,Mist,mist,1/15/2017 2:00,740,very low
None,276.55,0.0,0.0,90,Mist,mist,3/27/2017 0:00,605,very low
None,274.65,0.0,0.0,90,Fog,fog,1/22/2017 6:00,935,very low
None,289.52,0.0,0.0,90,Clouds,overcast clouds,5/26/2016 7:00,6983,very high
None,291.44,0.0,0.0,90,Rain,moderate rain,6/19/2018 15:00,5852,very high
None,297.43,0.0,0.0,1,Clear,sky is clear,7/25/2016 21:00,2628,low
None,265.81,0.0,0.0,75,Snow,light snow,12/9/2017 11:00,4928,high
None,286.49,0.0,0.0,90,Clouds,overcast clouds,5/9/2018 10:00,4720,high
None,279.09,0.0,0.0,1,Clear,sky is clear,5/10/2014 2:00,682,very low
None,291.31,0.0,0.0,36,Clouds,scattered clouds,9/26/2016 15:00,5124,high
None,294.92,0.0,0.0,90,Thunderstorm,proximity thunderstorm,6/18/2018 2:00,272,very low
None,268.15,0.0,0.0,64,Clouds,broken clouds,11/13/2013 2:00,259,very low
None,283.99,0.25,0.0,40,Rain,light rain,4/25/2014 12:00,5612,high
None,278.32,0.0,0.0,90,Clouds,overcast clouds,4/5/2013 5:00,2443,low
None,274.48,0.0,0.0,90,Mist,mist,12/25/2016 18:00,2148,low
None,299.62,0.0,0.0,5,Clear,sky is clear,7/24/2018 20:00,3266,medium
None,294.15,0.0,0.0,40,Clouds,scattered clouds,5/25/2017 18:00,4659,high
None,296.24,0.34,0.0,90,Rain,moderate rain,9/3/2018 18:00,3487,medium
None,293.09,0.0,0.0,90,Clouds,overcast clouds,7/30/2016 9:00,1644,low
None,259.16,0.51,0.0,64,Rain,light rain,1/26/2014 4:00,303,very low
None,278.59,1.0,0.0,90,Rain,light rain,4/28/2014 7:00,6438,very high
None,288.74,0.0,0.0,40,Clouds,scattered clouds,4/24/2018 14:00,5353,high
None,276.48,0.0,0.0,1,Clear,sky is clear,11/27/2017 9:00,5063,high
None,280.82,0.0,0.0,1,Clear,sky is clear,11/12/2016 22:00,2687,low
None,269.86,0.0,0.0,90,Mist,mist,2/22/2018 21:00,2247,low
None,272.37,0.0,0.0,75,Haze,haze,12/15/2012 12:00,4030,medium
None,251.31,0.0,0.0,64,Clouds,broken clouds,12/31/2013 0:00,580,very low
None,293.23,0.0,0.0,20,Clouds,few clouds,5/18/2016 18:00,4201,medium
None,257.44,0.0,0.0,64,Clouds,broken clouds,12/12/2013 9:00,5049,high
None,253.34,0.0,0.0,90,Snow,light snow,12/30/2013 10:00,3793,medium
None,275.81,2.13,0.0,90,Rain,moderate rain,4/4/2014 14:00,4561,high
None,302.42,0.0,0.0,5,Clear,sky is clear,7/15/2017 20:00,3057,medium
None,296.57,0.0,0.0,36,Clouds,scattered clouds,6/12/2013 16:00,6759,very high
None,294.86,0.0,0.0,1,Clear,sky is clear,8/26/2015 13:00,5243,high
None,253.46,0.0,0.0,75,Haze,haze,1/5/2017 20:00,2569,low
None,281.95,0.0,0.0,90,Rain,light rain,5/20/2017 23:00,2056,low
None,275.66,0.0,0.0,90,Rain,light rain,5/4/2013 14:00,4978,high
None,290.42,0.0,0.0,1,Thunderstorm,proximity thunderstorm,7/1/2017 3:00,465,very low
None,265.33,0.0,0.0,1,Clear,sky is clear,12/23/2012 21:00,2099,low
None,257.19,0.0,0.0,20,Clouds,few clouds,1/14/2013 1:00,265,very low
None,272.08,0.0,0.0,90,Rain,light rain,1/25/2016 16:00,6309,very high
None,276.35,0.0,0.0,0,Clear,Sky is Clear,10/12/2016 21:00,2154,low
None,264.46,0.0,0.0,20,Clouds,few clouds,3/25/2014 11:00,4737,high
None,291.71,0.0,0.0,20,Clouds,few clouds,11/4/2016 14:00,4810,high
None,272.14,0.0,0.0,90,Clouds,overcast clouds,12/9/2012 20:00,1031,very low
None,262.28,0.0,0.0,64,Haze,haze,12/27/2013 1:00,417,very low
None,292.99,0.9,0.0,1,Rain,light rain,8/5/2015 22:00,2505,low
None,275.56,0.0,0.0,1,Clear,sky is clear,4/12/2018 4:00,949,very low
None,270.15,0.0,0.0,40,Mist,mist,12/17/2017 13:00,3977,medium
None,295.36,0.0,0.0,1,Clear,sky is clear,9/9/2018 16:00,4126,medium
None,285.41,0.0,0.0,8,Clear,sky is clear,7/29/2013 9:00,4986,high
None,281.134,0.0,0.0,24,Clouds,few clouds,10/7/2016 14:00,4922,high
None,291.29,0.0,0.0,40,Clouds,scattered clouds,8/24/2015 18:00,4353,medium
None,284.61,0.0,0.0,90,Clouds,overcast clouds,10/12/2012 2:00,331,very low
None,274.51,0.0,0.0,1,Haze,haze,1/10/2018 4:00,887,very low
None,278.27,0.0,0.0,0,Clear,Sky is Clear,5/16/2014 7:00,6503,very high
None,270.55,0.0,0.0,40,Clouds,scattered clouds,1/1/2017 20:00,1981,low
None,271.47,0.0,0.0,75,Clouds,broken clouds,2/24/2013 15:00,4073,medium
None,298.48,0.0,0.0,1,Clear,sky is clear,10/10/2013 15:00,6160,very high
None,272.96,0.0,0.0,90,Snow,snow,1/30/2017 22:00,1371,very low
None,272.22,0.0,0.0,1,Mist,mist,1/18/2017 10:00,4474,high
None,279.28700000000003,0.0,0.0,56,Clouds,broken clouds,10/7/2016 20:00,3196,medium
None,284.91,0.0,0.0,1,Clear,sky is clear,9/7/2018 2:00,307,very low
None,283.64,0.0,0.0,1,Clear,sky is clear,10/13/2012 18:00,4221,medium
None,294.07,0.0,0.0,75,Mist,mist,7/20/2017 1:00,495,very low
None,271.69,0.0,0.0,1,Clear,sky is clear,4/1/2018 19:00,3892,medium
None,274.55,0.0,0.0,90,Haze,haze,12/24/2016 15:00,3713,medium
None,296.08,0.0,0.0,90,Rain,proximity shower rain,6/16/2018 14:00,4900,high
None,298.76,0.0,0.0,20,Clouds,few clouds,5/28/2014 14:00,5490,high
None,293.61,0.0,0.0,5,Clear,sky is clear,6/15/2017 8:00,5945,very high
None,252.13,0.0,0.0,5,Clear,sky is clear,1/5/2014 13:00,3109,medium
None,281.195,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 17:00,5865,very high
None,270.95,0.0,0.0,75,Clouds,broken clouds,3/25/2013 0:00,1459,low
None,255.58,0.0,0.0,75,Clouds,broken clouds,2/4/2014 5:00,2636,low
None,270.82,0.0,0.0,1,Clear,sky is clear,11/20/2015 21:00,2846,low
None,286.69,0.0,0.0,1,Clear,sky is clear,8/25/2015 22:00,1635,low
None,269.15,0.0,0.0,90,Clouds,overcast clouds,1/29/2017 5:00,442,very low
None,296.39,0.25,0.0,40,Rain,light rain,9/1/2018 21:00,2880,low
None,279.08,0.0,0.0,1,Clear,sky is clear,10/13/2015 22:00,1665,low
None,297.83,0.0,0.0,75,Clouds,broken clouds,6/14/2017 12:00,4996,high
None,295.75,0.0,0.0,75,Clouds,broken clouds,8/3/2016 2:00,667,very low
None,281.65,0.0,0.0,90,Clouds,overcast clouds,4/14/2017 5:00,2425,low
None,275.48,0.0,0.0,1,Clear,sky is clear,4/11/2018 10:00,4791,high
None,267.22,0.0,0.0,90,Snow,snow,1/9/2017 14:00,4068,medium
None,295.32,0.0,0.0,40,Clouds,scattered clouds,7/9/2015 21:00,3361,medium
None,268.85,0.0,0.0,90,Mist,mist,3/5/2013 7:00,3865,medium
None,264.15,0.0,0.0,40,Clouds,scattered clouds,11/26/2013 20:00,2886,low
None,257.0,0.0,0.0,1,Clear,sky is clear,3/22/2013 7:00,6399,very high
None,287.75,0.0,0.0,40,Clouds,scattered clouds,4/25/2018 18:00,4695,high
None,295.76,0.0,0.0,75,Clouds,broken clouds,7/10/2013 11:00,5078,high
None,283.52,1.52,0.0,90,Thunderstorm,proximity thunderstorm,4/25/2016 7:00,6807,very high
None,256.02,0.0,0.0,5,Clear,sky is clear,2/4/2018 18:00,2052,low
None,287.69,0.0,0.0,1,Clear,sky is clear,8/13/2017 5:00,512,very low
None,292.91,0.0,0.0,1,Clear,sky is clear,9/12/2018 4:00,937,very low
None,294.11,0.0,0.0,1,Clear,sky is clear,6/27/2015 9:00,3481,medium
None,297.15,0.0,0.0,40,Clouds,scattered clouds,5/25/2018 11:00,4928,high
None,272.15,0.0,0.0,20,Clouds,few clouds,2/19/2014 11:00,4682,high
None,293.39,0.0,0.0,0,Clear,Sky is Clear,7/22/2013 12:00,5013,high
None,273.77,0.0,0.0,90,Snow,light snow,12/4/2016 9:00,2334,low
None,288.48,0.0,0.0,90,Clouds,overcast clouds,9/25/2017 19:00,3004,medium
