author,text
chesterton,thank answer evan veri kind '' '' began smoke cab iv discuss dawn duellist point view escap conquer chief power modern world '' ]
chesterton,satisfi magistr tie tradesman neck heel left polic behind far feel went melt monstrou sea fare driver one million hansom fill london street forgotten someth forgotten journal forgotten exist modern world perhap first time histori class peopl whose interest thing happen well happen badli happen success happen unsuccess happen advantag thi parti advantag part whose interest simpli thing happen one great weak journal pictur modern exist must pictur made entir except announc flare poster man ha fallen scaffold
chesterton,announc flare poster man ha fallen scaffold yet thi latter fact fundament excit indic move tower terror mysteri man still abroad upon earth man ha fallen scaffold realli sensat also thousand time common journal reason expect thu insist upon perman miracl busi editor expect put poster mr wilkinson still safe mr jone worth dead yet '' '' announc happi mankind '' ]
chesterton,describ fork stolen marriag judici dissolv henc complet pictur give life necess fallaci onli repres unusu howev democrat may onli concern minor incid religi fanat broke window ludgat hill wa alon enough set good copi night man wa brought befor magistr defi hi enemi mortal combat open court column would hardli hold excruci inform headlin larg wa hardli room ani text telegraph_ head column `` duel divin wa correspond afterward last month whether polic magistr ought mention religion ]
chesterton,mail_ dull sensibl way head event want fight virgin mr jame dougla star_ presum hi knowledg philosoph theolog term describ christian outbreak titl dualist duellist '' news_ insert colourless account matter wa pursu eaten week letter outli minist head '' murder mariolatri '' '' journalist temperatur wa steadili consist heat influenc journalist tast blood prospect mood everyth matter prepar outburst moral indign gasp report rush last hour even announc two hero polic court liter found fight london back garden shopkeep bound gag front hous editor sub editor stricken still men great beatitud next morn five six great london daili burst simultan great blossom eloqu leader write '' '
chesterton,toward end leader tend began differ telegraph_ instanc began `` littl differ among reader among truli english law abid men touch etc etc mail_ said `` peopl must learn modern world keep theolog differ themselv fraca etc etc '' '' ]
chesterton,news_ start `` noth could inim caus true religion etc etc began someth celtic disturb equilibrium empir express_ distinguish splendidli omit altogeth controversi matter substitut leader golosh morn editor newspap state phrase wa hold whatev secret elvish thing brood editor suddenli turn brain thing seiz stori broken glass duel garden becam monstrou omnipres time unimport sect agapemonit earlier time dreari dishonesti rhodesian financi '' ]
chesterton,"question ask even answer hous common govern wa solemnli denounc paper done someth nobodi knew prevent window broken enorm subscript wa start reimburs mr gordon man gag shop mr macian one combat becam mysteri reason singli huge popular comic figur comic paper stage music hall wa alway repres defianc fact red whisker veri red nose full highland costum song consist unimagin number vers hi name wa rhyme flat iron british lion sli un dandelion , spion kop next line , wa sung crowd hous everi night"
chesterton,paper develop devour thirst captur fugit caught forti eight hour suddenli turn whole matter detect mysteri letter head `` pour everi paper everi conceiv kind explan run earth monument twopenni tube ep forest westminst abbey roll carpet shoolbr lock safe chanceri lane ye paper veri interest mr turnbul unrol whole bundl amus mr macian sat high common north london come white dawn dark east broken bar grey bar grey wa split sword silver morn lift labori london spot turnbul macian sit one barren steep behind hampstead could see whole london shape vagu larg grey grow light white sun stood lay feet splendid monstros bewild squar parallelogram compact perfect chines puzzl enorm hieroglyph man must deciph die ]
chesterton,fell upon upon turnbul becaus know scene signifi quit indescrib sens sublim passion heart move futil never evok desert dead men men neglect barbar onli invok sight enorm geniu man appli anyth best turnbul old idealist democrat often revil democraci revil justli supin snobbish evil rever idl thing wa right enough democraci ha onli one great fault democrat denounc justli averag modern men mani year sophist slave look empti slope hampstead saw god achiev seem heroic divin becaus seem doubt whether wa worth seem someth greater mere accuraci make mistak london
chesterton,wa end wa ultim transform thi common incred london man thi workman tram battersea hi clerk omnibu cheapsid turnbul stare drearili murmur word old atheist revolutionari swinburn intox hi youth still ask god man loosen thee lazaru bid thee rise republican save thyself us discipl tongu say thou st take sin away '' turnbul shiver slightli behind earthli morn felt even world ' sunset mani hope '' '
chesterton,word song befor sunris turnbul song best song sunris sunris great thing turnbul shiver sharp morn air macian wa also gaze hi face toward citi wa hi blind mystic stare told one speak hi eye turn inward turnbul said someth london seem move summon come like two household come doorway ye said sort stupid '' '
chesterton,"veri big place wa somewhat unmean silenc macian said veri big place first came wa frighten frighten exactli one would frighten sight man forti feet high use big thing come big mountain seem fill god infin `` , big sea goe end world '' '"
chesterton,thing shapeless confus thing made ani familiar form see plain squar human thing larg hous larg street larg town larg wa like screw devil magnifi glass one eye wa like see porridg bowl big hous mous trap made catch eleph like land brobdingnagian said turnbul smile oh '' '' '' ]
chesterton,"said macian turnbul said bitterli book silenc fell suddenli sit sort litter hillsid thing hurriedli collect variou place flight strewn indiscrimin round two sword late sought live flung grass random like two idl walk stick provis bought last night low public hous case undefin conting toss like materi ordinari picnic basket chocol bottl wine add disord final strewn top everyth disorderli modern thing newspap newspap yet newspap , minist modern anarchi '' ]"
chesterton,turnbul pick one drearili took pipe lot us said mind light `` whi mind '' '' ask macian turnbul eye certain studiou interest man understand ani verbal courtesi lit hi pipe blew great cloud '' '
chesterton,ye resum matter engag thi moment realli best copi england journalist know first time perhap mani gener english realli angri wrong thing done england wrong thing done franc '' `` wrong thing said macian turnbul laugh '' ]
chesterton,seem unabl understand ordinari use human languag suspect geniu certainli know blockhead fanci better get along collect baggag jump began shove luggag hi pocket strap hi back thrust tin meat anyhow hi burst side pocket said casual '' onli meant promin peopl english paper '' '' '' ]
chesterton,well expect '' ask macian open hi great grave blue eye '' paper full us said turnbul stoop pick one sword macian stoop pick '' ye said hi simpl way '' read say '' ]
chesterton,seem understand point point ask turnbul point sword said macian violent plant steel point soil like man plant tree '' point said turnbul grimli `` '' discuss later come along '' '' '' '
chesterton,turnbul tie last tin biscuit desper string spoke like diver girt plung short sharp mr macian must listen must listen mere becaus know countri might learn look map becaus know peopl countri could know live thirti year infern citi awak awak us endless row window window eye stare us forest chimney finger point us stand hillsid '' ]
chesterton,thi thing ha caught next six mortal month think noth us six mortal month thought noth dreyfu case oh know funni let starv children want die drop score without look round becaus two gentlemen privat feel delicaci want die mobil armi navi prevent half year mr macian obstacl everi reform british empir
chesterton,shall prevent chines sent transvaal block stop strand shall convers substitut anyon recommend home rule complain sky sign therefor imagin innoc onli melt away among english hill highland cateran might god forsaken highland mountain must etern guard must live hunt life two distinguish crimin must expect recogn much napoleon escap elba must prepar descript sent everi tini villag face recogn everi ambiti policeman
chesterton,must often sleep star africa last import must dream effect final settlement thing famou phoenix park murder unless made real precis arrang isol say safeti must short fight thrown scent onli moment take word mr macian british public onc catch us british public prevent duel onli lock us asylum rest day macian wa look horizon rather misti look surpris said `` '' world us '' ]
chesterton,make feel wa right -- ye said turnbul smash window said macian '' woken world '' '' `` veri well said turnbul stolidli '' ]
chesterton,let us look final fact beyond hill compar clear countri fortun know part well follow exactli necessari stomach may abl get ten mile london liter without meet anyon best possibl begin ani rate provis least two day two night three day care may abl get fifti sixti mile away without even walk inn door biscuit tin meat milk '' ]
chesterton,chocol think brandi ye said macian like soldier take order veri well come march turn third bush valley '' '' '' ]
chesterton,set ahead swing walk stop suddenli realiz wa follow evan macian wa lean hi sword lower face like man suddenli smitten still doubt earth matter '' ask turnbul stare anger evan made repli '' ]
chesterton,deuc matter demand leader hi face slowli grow red hi beard said suddenli human voic pain macian '' ye repli highland without lift hi face '' take brandi cri turnbul walk forward hurriedli toward '' got '' '' `` `` bodi said macian hi dull ' strang way '' '
chesterton,pain ha come mind veri dread thing ha come thought devil talk '' ask turnbul macian broke queer live voic `` '' must fight turnbul '' ]
chesterton,must fight fright thing ha come upon know must must kill cri sort tear rage imposs describ upon thi bless grass whi idiot began turnbul `` '' hour ha come black hour god meant '' ]
chesterton,quick soon gone quick flung scabbard furious stood sunlight sparkl along hi sword confound fool repeat turnbul put thing ass peopl come hous first clash steel `` one us dead befor come said hoars `` '' thi hour god meant '' '' '' ]
chesterton,well never thought much god said editor atheist_ lose patienc think less never mind god meant kindli enlighten pagan dark devil mean '' `` hour soon gone moment gone said madman '' ]
chesterton,must nail blasphem bodi earth must aveng ladi vile slander never dread thought mind thought ask turnbul frantic composur occupi call mind `` must kill said fanat `` becaus -- '' '' `` '' well becaus said turnbul patient '' ]
chesterton,becaus begun like '' turnbul face sudden spasm sunlight chang instantan left trace behind hi featur seem still carv cold stare spoke seem like man wa placidli pretend misunderstand someth understood perfectli well '' affect express abrupt form began macian broke brittl frivol speech piec violent voic '' troubl talk like said '' know mean well know '' '
chesterton,come fight say perhap feel turnbul face flinch fierc sunlight hi attitud kept contemptu eas celtic mind realli goe fast said '' let permit heavi lowland way understand thi new develop dear mr macian realli mean '' '' macian still kept shine sword point toward breast '' '
chesterton,know mean mean must fight els -- els '' '' repeat turnbul stare almost blind graviti '' els may want fight answer evan end hi speech wa like despair cri '' ]
chesterton,turnbul took hi sword suddenli engag plant point downward moment said befor begin may ask question macian bow patient burn eye said continu turnbul present fight might want fight would feel matter came want fight '' `` `` feel answer `` '' feel drawn sword run away feel becaus weak justic done '' '' '' ]
chesterton,justic answer turnbul thought smile talk feel mean justic apart feel macian made gestur weari recognit oh nomin said sort sigh twelfth centuri '' `` `` wish could repli firmli `` '' realli mean came think right would certainli wrong '' '' '' ]
chesterton,blow back head might come think green eleph answer macian right say thought think wrong `` quit certain would wrong like ask turnbul slight smile `` said evan thought `` '' say may devil may part god meant know work make work difficult '' '' '' ]
chesterton,suppos said atheist quit gentli know part god ought know '' macian burst like man driven back explain everyth '' church thing like athenaeum club cri `` '' athenaeum club lost member athenaeum club would dissolv ceas exist belong church belong someth outsid us outsid everyth talk outsid cardin pope belong doe belong '' ]
chesterton,fell dead suddenli church would still somehow exist god confound see sure exist exist yet ask trust tempera tempera turn upsid two bottl claret attack jaundic ask trust soften toward trust thing believ outsid real blood bodi stop moment said turnbul easi tone `` even veri act say believ thi impli part trust even mani part mistrust onli like sure also onli believ cathol church '' '' ]
chesterton,evan remain unmov grave attitud part divin answer part trust also affect entir anim idl `` quit certain suppos continu turnbul `` even esteem esteem would wholli anim idl '' first time macian start expect thing wa said last said `` '' whatev earth heaven ha join us two togeth seem someth make imposs lie '' ]
chesterton,think movement toward wa wa surfac sort thing may someth deeper someth strang understand thing understand thi understand thoroughli love love might divin trifl fight superstit symbol
chesterton,wrote word ladi act wick man wick thing hate becaus hate good like becaus good turnbul face wore indecipher express well shall fight '' '' said '' '
chesterton,"ye said macian sudden contract hi black brow ye must '' bright sword cross first touch travel blade arm told combat heart wa awaken wa way sword rang togeth rush littl garden behind dealer shop wa paus `` macian made movement thrust almost moment turnbul suddenli calmli drop hi sword evan stare round unusu bewilder , realiz larg man pale cloth panama hat wa stroll seren toward v peacemak '' ]"
chesterton,combat cross sword becam suddenli consciou third parti made movement wa quick snap pistol alter instantan recov origin pose made seen knew wa wa movement anger interrupt say think would wa movement relief forc within yet quit beyond seem slowli pitilessli wash away adam oath mistaken lover might watch inevit sunset first love men watch sunset first hatr
chesterton,heart grow weaker weaker weapon rang ripost littl london garden could veri certain third parti interrupt someth least would happen would kill would kill noth could undo deni flash fact second glad interrupt new strang thing wa rise higher higher heart like high sea night wa someth seem merciless becaus might turn enorm merci
chesterton,wa perhap fatal friendship lover talk love god make men love sure excus speak said stranger voic onc eager deprec voic wa polit good manner wa incongru eccentr spectacl duellist ought startl sane free man wa also incongru full healthi ' though rather loos physiqu man spoke '' '
chesterton,first glanc look fine anim curl gold beard hair blue eye unusu bright wa onli second glanc mind felt sudden perhap unmean irrit way gold beard retreat backward waistcoat way fine shape nose went forward smell way wa onli perhap hundredth glanc bright blue eye normal befor instant seem brilliant intellig seem brilliant idioci wa heavi healthi look man look larger becaus loos light colour cloth wore extrem light loos almost touch tropic closer examin hi attir would shown even tropic would uniqu wa woven accord hygien textur human ever heard befor wa absolut necessari even day health wore huge broad brim hat equal hygien veri much back hi head hi voic come heavi hearti type man wa said startlingli shrill deferenti
chesterton,"sure excus speak said wonder littl difficulti could settl veri comfort togeth mind say thi face combat remain somewhat solid thi appeal stranger probabl take silenc gather shame , ' continu kind gaieti `` '' young men read paper '' '"
chesterton,well cours one young one rather romant know alway say young peopl blank silenc follow thi gay inquiri turnbul said colourless voic wa forti seven last birthday probabl came world soon experi '' `` veri good veri good said friendli person '' ]
chesterton,dri scotch humour dri scotch humour well understand two peopl want fight duel suppos much modern world quit outgrown duell ' know '' '
chesterton,fact tolstoy tell us shall soon outgrow war say simpli duel nation duel nation doubt outgrown duell wait effect upon hi wooden auditor stranger stood beam moment resum tell newspap realli want fight someth connect roman catholic know alway say roman cathol '' '' '' ]
chesterton,"said turnbul heavili seem characterist hearti hygien gentleman alway forgot speech made moment befor without enlarg fix form hi appeal church rome laugh cordial turnbul answer hi wander blue eye caught sunlight sword assum good humour graviti '' know thi seriou matter said eye turnbul macian , keep tabl roar frivol `` '' sure appeal higher natur higher natur '' ]"
chesterton,everi man ha higher natur lower natur let us put matter veri plainli without ani romant nonsens honour anyth sort bloodsh great sin said macian speak first time well realli realli '' '' said peacemak '' ]
chesterton,"murder sin said immov highland sin bloodsh well quarrel word said pleasantli whi earth '' '' said macian , sudden asper `` '' whi quarrel word '' '"
chesterton,good word import enough quarrel whi choos one word anoth ani differ call woman chimpanze instead angel quarrel word go argu word go argu go convey mean move ear church heresi alway use fight word becaus onli thing worth fight
chesterton,"say murder sin bloodsh much differ word word ye word rather differ ye least belong categori murder spiritu incid bloodsh physic incid surgeon commit bloodsh ah casuist '' said larg man , ' wag hi head '' '"
chesterton,know alway say casuist macian made violent gestur turnbul broke open laughter peacemak seem least annoy continu unab enjoy '' well well said `` '' let us get back point tolstoy ha shown forc remedi see posit place best stop sure mind call thi realli useless violenc ' thi realli quit wrong violenc '' '
chesterton,principl call polic becaus polic still lower moral plane speak becaus short polic undoubtedli sometim employ forc tolstoy ha shown violenc mere breed violenc person toward use wherea love hand breed love see place reduc use love order stop oblig use love gave word indescrib sound someth hard heavi say boot '' '' ]
chesterton,turnbul suddenli grip hi sword said shortli see place quit well sir call polic mr macian shall engag macian pluck hi sword grass '' must stop thi shock crime cri tolstoian crimson face `` '' modern idea '' ]
chesterton,principl love sir pretend christian macian turn upon white face bitter lip sir said `` '' talk principl love much like seem colder lump stone believ may time love cat dog child babi suppos love mother '' ]
chesterton,talk love till world sick word talk christian dare say one word white black christian far concern horribl mysteri keep clear keep silent upon would upon abomin thing ha made men slay tortur never know whi
chesterton,thing ha made men evil good might come never understand evil let alon good christian thing could onli make vomit till would justifi even could hate god name turnbul doe man monstrou thing men die stand talk love anoth ten minut veri probabl see man die '' ]
chesterton,fell guard turnbul wa busi settl someth loos hi elabor hilt paus wa broken stranger suppos call polic said heat face '' deni sacr dogma said macian '' dogma '' '' '' ]
chesterton,"cri man sort dismay oh know wa anoth silenc said airili '' know think , someth shaw teach moral principl quit fix ever read quintess ibsenism_ cours went veri wrong war '' '' '' '"
chesterton,turnbul bent flush face wa tie loos piec pommel string string hi teeth said oh make damn mind clear seriou thing said philosoph shake hi head `` must alon consid higher point view rather feel case extrem thi '' '' went slowli away disappear among tree heard murmur sing song voic `` '' new occas teach new duti poem jame russel lowel '' '
chesterton,ah said macian draw deep breath believ prayer pray angel hour ago said highland hi heavi medit voic `` felt devil weaken heart oath pray god would send angel aid `` `` well '' '' inquir finish hi mend wrap rest string round hi hand get firmer grip '' '
chesterton,well well man wa angel said macian know bad answer turnbul '' know devil sometim quot scriptur counterfeit good repli mystic `` '' whi angel sometim come show us black abyss evil whose brink stand man tri stop us might might stop '' '' '' '
chesterton,know mean said turnbul grimli came broke macian `` '' soul said give fight becom like give vow dogma fix thing may grow like may learn also fog fals philosophi may grow fond mire crawl cowardli moral may come think blow bad becaus hurt becaus humili may come think murder wrong becaus violent becaus unjust '' ]
chesterton,oh blasphem good hour ago almost love fear heard word love pronounc inton know exactli mean guard sword caught dread clang jar full old energi hate onc plung replung onc man heart becom magnet mad sword '' '
chesterton,suddenli furiou frozen moment motionless nois ask highland hoars '' think know repli turnbul '' '' '' '' ]
chesterton,cri student shaw tolstoy ha made hi remark mind said turnbul quietli polic come hill '' '' vi philosoph high hedg hertfordshir hedg high creat kind grove two men run '' ]
chesterton,run scamper feverish manner steadi swing pendulum across great plain upland right left lane long tide sunset light roll like sea rubi light long terrac hill pick window scatter hamlet startl blood red spark lane wa cut deep hill remain abrupt shadow two men run impress uncommonli experienc wild green english wall sens led wall maze though pace wa steadi wa vigor face heat eye fix bright wa inde someth littl mad contrast even still empti countri side two figur flee wildli noth
chesterton,look two lunat possibl right said turnbul civil keep thi '' quit easili thank repli macian `` '' run veri well '' '' '' ]
chesterton,qualif famili warrior '' ask turnbul '' undoubtedli rapid movement essenti answer macian never saw joke hi life turnbul broke short laugh silenc fell pant silenc runner macian said '' run better ani policemen '' ]
chesterton,"fat whi make policemen fat much toward make fat repli turnbul genial flatter someth toward make thin see lean rake time catch us look like friend cardin man '' `` `` catch us said macian , hi liter way '' '"
chesterton,beat great militari art run away return catch us unless -- macian turn hi long equin face inquiringli '' unless '' '' said turnbul gone silent suddenli seem listen intent ran hors doe hi ear turn back '' unless '' '' '' '
chesterton,repeat highland unless done listen '' macian slacken hi trot turn hi head trail left behind across two three billow lane came along ground unmistak throb hors hoof '' put mount polic us said turnbul shortli '' '
chesterton,good lord one would think revolut said macian calmli shall shall turn point `` may come answer turnbul `` '' though doe reckon last act must put '' '' '' ]
chesterton,"stare peer bush could hide somewher beast might go us said polic fault thank god ineffici whi `` , veri thing quick quiet follow '' '"
chesterton,suddenli swung high bank one side lane wa almost high smooth wall top black hedg stood angl almost like thatch roof lane burn even sky look tangl red eye armi goblin turnbul hoist broke hedg hi bodi hi head shoulder rose abov turn flame full glow lit immens firelight hi red hair beard look almost scarlet hi pale face bright boy
chesterton,someth violent someth wa onc love hatr surg strang heart gael unutter sens epic import somehow lift human prouder passion region air swung also even light felt rise enorm wing legend morn world heard childhood read youth came back upon cloudi splendour purpl tale wrath friendship like roland oliv balin balan remind emot entangl men love fought men fought love togeth made mix monstrou sens moment crimson sea sunset seem like burst sacr blood heart world broken
chesterton,turnbul wa wholli unaffect ani written spoken poetri hi wa power prosaic mind even upon came moment someth earth passion end sky onli evid wa hi voic wa still practic shade quiet see summer hous look thing ask shortli '' us veri well '' '' '' ]
chesterton,keep free tangl hedg stroll across triangl obscur kitchen garden approach dismal shed lodg yard two beyond wa weather stain hut grey wood desol retain tag two trivial ornament suggest thing onc sort summer hous place probabl sort garden quit invis road said turnbul enter cover us night macian look grave moment `` sir said `` '' ought say someth ought say -- '' '' '' ]
chesterton,hush said turnbul suddenli lift hi hand still man sudden silenc drum distant hors grew louder louder inconceiv rapid cavalcad polic rush lane almost roar rattl express train ought tell continu macian still stare stolidli `` great chief good go war behind '' '' turnbul said noth turn look foolish lattic littl window said `` '' must food sleep first '' '' last echo elud pursuer die distant upland turnbul began unpack provis easi air man picnic laid last item put bottl wine floor tin salmon window ledg bottomless silenc forgotten place wa broken '' ]
chesterton,wa broken three heavi blow stick deliv upon door turnbul look act open tin stare silent hi companion macian long lean mouth shut hard devil '' said turnbul '' god know said '' '
chesterton,might god sound wooden stick reverber wooden door wa curiou sound consider resembl ordinari effect knock door admitt wa rather point stick plung panel absurd attempt make hole wild look sprang macian eye got half stupidli kind stagger put hi hand caught one sword let us fight onc cri `` '' end world '' '' '' '
chesterton,overdon macian said turnbul put one side onli someon play goat let open door '' '' also pick sword step open paus one moment hi hand handl flung door open almost ferrul ordinari bamboo cane came hi eye ' actual parri nake weapon hi hand '' '
chesterton,two touch point stick wa drop veri abruptli man stick step hurriedli back herald background sprawl crimson gold offer expir sunset figur man stick show first mere black fantast wa small man two wisp long hair curl side seen silhouett look like horn bow tie big two end show side hi neck like unnatur stunt wing hi long black cane still tilt hi hand like fenc foil half present open door hi larg straw hat fallen behind leapt backward
chesterton,refer suggest macian said turnbul placidli think look like devil earth '' cri stranger high shrill voic brandish hi cane defens '' let see said turnbul look round macian bland '' '' '' `` `` come scream littl man stick '' ]
chesterton,certainli said turnbul went outsid sword macian follow seen fulli even light hi face strang man look littl less like goblin wore squar pale grey jacket suit grey butterfli tie wa onli indisput touch affect great sunset hi figur look mere small seen equal light look toler compact shape hi reddish brown hair comb two great curl look like long slow curl hair women pre raphaelit pictur within thi feminin frame hair hi face wa unexpectedli impud like monkey '' '
chesterton,said sharp small voic well said macian hi grave childish way `` said man indignantli `` garden `` `` oh said macian simpli `` '' apolog '' '' turnbul wa coolli curl hi red moustach stranger stare one temporarili stun innoc assur '' '
chesterton,may ask said last devil summer hous certainli said macian go fight '' '' `` fight '' '' repeat man `` '' better tell thi gentleman whole busi broke turnbul '' ]
chesterton,turn stranger said firmli sorri sir someth must done may well tell begin avoid wast time languag admit ani interfer go take slight refresh interrupt us '' '' littl man dawn express understand stoop pick unus bottl wine eye curious turnbul continu `` '' refresh wa preparatori someth fear find less comprehens mind entir fix sir '' ]
chesterton,forc fight duel forc honour intern intellectu need sake attempt stop us know excel ethic thing want say us know essenti requir civil order written lead articl life know sacred human life bore friend
chesterton,tri understand posit thi man alon modern world think god essenti import think doe exist import come thi man think doe exist think veri properli think import anyth els wish make great demonstr assert someth set world fire like first christian persecut like attempt mutual martyrdom
chesterton,paper post everi town us scotland yard ha fortifi everi polic station enemi driven therefor edg lone lane indirectli take liberti summer hous order arrang stop '' '' roar littl man butterfli neckti '' put intellectu miseri realli two tomfool read paper '' ]
chesterton,two peopl want spit polic court ye said macian began polic court '' littl man slung bottl wine twenti yard away like stone `` '' come place said '' ]
chesterton,"got better stuff got best beaun within fifti mile come veri men want see even turnbul hi typic invulner , wa littl taken aback thi boister almost brutal hospit '' whi sir '' '' began '' '"
chesterton,come come '' howl littl man danc delight '' give dinner give bed give green smooth lawn choic sword pistol '' '
chesterton,whi fool ador fight onli good thing god world walk damn field long see somebodi cut kill blood run ha ha made sudden lung hi stick trunk neighbour tree ferrul made fierc print punctur bark '' '
chesterton,excus said macian suddenli wide eye curios child excus well said small fighter brandish hi wooden weapon excus repeat macian `` wa door '' '' littl man stare instant said `` '' ye turnbul broke guffaw `` '' come '' '' '' ]
chesterton,"cri littl man tuck hi stick hi arm take quit suddenli hi heel come confound see eat see one die lord bless , god must exist sent one day dream lord duel '' ]"
chesterton,gone fli along wind path border kitchen garden increas twilight wa hard follow fli hare length path mani twist betray purpos led abruptli two three step door tini veri clean cottag wa noth outsid distinguish cottag except inde omin cleanli one thing wa custom tradit cottag sun middl littl garden among stock marigold surg shapeless stone south sea island idol wa someth gross even evil eyeless alien god among innoc english flower come '' '' ]
chesterton,cri creatur come better insid '' whether wa better insid wa least surpris moment two duellist push open door inoffens whitewash cottag found interior wa line fieri gold wa like step chamber arabian night '' '
chesterton,door close behind shut england energi west ornament shone shimmer everi side subtli mix mani period land orient cruel assyrian ba relief ran along side passag cruel turkish sword dagger glint abov two separ age fallen civil yet seem sympath sinc harmoni merciless hous seem consist chamber within chamber creat impress dream belong also arabian night themselv innermost room wa like insid jewel
chesterton,littl man threw heap scarlet golden cushion struck hi hand togeth negro white robe turban appear suddenli silent behind selim said host `` two gentlemen stay tonight send veri best wine dinner onc selim one gentlemen probabl die tomorrow make arrang pleas '' '' ]
chesterton,negro bow withdrew evan macian came next morn littl garden fresh silver day hi long face look auster ever cold light hi eyelid littl heavi carri one sword turnbul wa littl hous behind demolish end earli breakfast hum tune could heard open window moment two later leapt hi feet came sunlight still munch toast hi sword stuck hi arm like walk stick eccentr host vanish sight polit gestur twenti minut befor
chesterton,imagin occupi concern interior hous wait hi emerg stamp garden silenc garden tall fresh countri flower midst monstrou south sea idol lift abruptli prow ship ride sea red white gold wa start therefor came upon man alreadi garden startl becaus still postur found wa hi knee front stone idol rigid motionless like saint tranc ecstasi yet turnbul tread broke twig wa hi feet flash excus said irradi smile yet kind bewilder '' ]
chesterton,sorri famili prayer old fashion mother knee let us go lawn behind duck rapidli round statu open space grass side '' thi us best mr macian said made gestur toward heavi stone figur pedest blank shapeless back turn toward '' afraid ad ' '' still see us '' '' '' '
chesterton,macian turn hi blue blink eye seem still misti sleep sleepless toward idol hi brow drew togeth littl man long hair also hi eye back view god hi eye onc liquid burn rub hi hand slowli know said `` think see us better thi way often think thi blank thing hi real face watch though watch '' ]
chesterton,ye think look nice behind look cruel behind think devil thing '' ask turnbul gruffli '' onli thing answer '' '
chesterton,forc oh said turnbul shortli `` '' ye friend said littl man anim counten flutter hi finger air `` '' wa chanc led thi garden sure wa capric old god happi pitiless god perhap wa hi love blood stone front men butcher hundr fierc feast island south thi curs craven place permit kill men hi altar '' ]
chesterton,onli rabbit cat sometim still macian made sudden movement unmean appar remain rigid today today continu small man shrill voic '' today hi hour come today hi done earth heaven men men men bleed befor today '' '' '' ]
chesterton,bit hi forefing kind fever still two duellist stood sword heavili statu silenc seem cool eccentr call back ration speech perhap express littl lyric said amic abrupt '' philosophi ha higher ecstasi perhap hardli work yet let us confin ourselv unquest found way gentlemen beauti accid hous onli man england probabl favour encourag reason project '' ]
chesterton,cornwal cape wrath thi counti one horribl solid block humanitarian find men defend thi war distant contin defend contempt ground commerc contempt ground social good fanci find one person comprehend strong man take sword hi hand wipe hi enemi name wimpey morric wimpey fellowship magdalen
chesterton,assur drop owe said someth public lectur infring popular prejudic great gentlemen assassin italian renaiss let say dinner seem like public lectur inconsist well say onli refug templ honour fall back nake aw arbitr onli thing balanc star still continu violenc victi defeat
chesterton,victori onli ultim fact carthag destroy red indian extermin singl certainti hour sun still shine grass grow one conquer one conqueror ha done noth alter hero give hospit fit hero salut survivor
chesterton,fall two men took sword macian said steadili mr turnbul lend sword moment '' turnbul question glanc hand weapon macian took second sword hi left hand violent gestur hurl feet littl mr wimpey '' fight '' '' '' ]
chesterton,said loud harsh voic fight wimpey took step backward bewild word bubbl hi lip '' pick sword fight repeat macian brow black thunder littl man turn turnbul gestur demand judgement protect '' realli sir began `` '' thi gentleman confus '' '' ''
chesterton,"stink littl coward roar turnbul suddenli releas hi wrath fight fond fight fight fond filthi philosophi win everyth `` go win weak must go wall go wall fight , rat ]"
chesterton,fight fight run ran wimpey blaze eye wimpey stagger back pace like man struggl hi limb felt furiou scotchman come like express train doubl hi size everi second eye big window sword bright sun someth broke insid found run away tumbl hi feet terror cri ran chase '' '' '' '
chesterton,shout turnbul macian snatch sword join scamper chase counti chase sea shoo shoo shoo '' '' ]
chesterton,littl man plung like rabbit among tall flower two duellist turnbul kept hi tail savag ecstasi still shoo like cat macian ran past south sea idol paus instant spring upon pedest five second strain inert mass stir sent great crash among flower engulf altogeth went bound runaway
chesterton,energi hi alarm ex fellow magdalen manag leap pale hi garden two pursuer went like fli bird fled frantic long lane hi two terror hi trail till came gap hedg went across steep meadow like wind two scotchmen ran kept cheeri bellow wave sword three slant meadow four slant meadow side across anoth road across heath snap bracken wood across anoth road brink big pool pursu fli philosoph came pool hi pace wa precipit could stop kind lurch stagger fell splash greasi water
chesterton,get drip hi feet water hi knee worshipp forc victori wade disconsol side drew bank turnbul sat grass went reverber laughter second afterward extraordinari grimac seen distort stiff face macian unholi sound came within never practis laugh hurt veri much vii villag grassley hole
chesterton,half past one strong blue sky turnbul got grass fern lie hi still intermitt laughter end kind yawn hungri said shortli notic answer macian go '' '' `` `` villag road past pool ' answer turnbul '' '
chesterton,"see see whitewash wall cottag kind corner church jolli look look know word sensibl fanci ani illus arcadian virtu innoc villag men make beast themselv drink , deliber make devil themselv mere talk '' '"
chesterton,kill wild anim wild wood kill cat god victori -- broke suddenli spat ground excus said wa ceremoni one ha get tast one ' mouth '' `` tast '' '' ask macian '' '
chesterton,know exact name repli turnbul perhap south sea island may magdalen colleg wa long paus macian also lift hi larg limb ground hi eye particularli dreami know mean turnbul said alway thought peopl agre '' '' `` `` one like individu natur love strongest thing cockroach talk '' '' turnbul big blue grey eye stood open grave astonish '' '
