Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
2005-03-15,0:00:00,1.5,5.2,140,12.2,65.0,,
2004-05-30,1:00:00,1.6,9.1,107,17.8,41.7,,
2004-07-12,1:00:00,1.4,5.5,75,13.0,69.4,,
2004-01-10,11:00:00,3.4,19.9,137,23.8,54.7,,
2004-05-13,0:00:00,1.6,6.5,96,16.2,50.2,130.4118746,63.31860608
2004-03-22,1:00:00,1.5,5.1,76,15.8,60.5,40.51824888,55.24926677
2005-03-16,15:00:00,2.9,17.3,188,28.4,16.0,,
2004-08-30,11:00:00,-200.0,11.8,-200,29.9,39.6,,
2005-04-02,18:00:00,2.2,9.4,197,9.1,37.8,,
2004-04-15,20:00:00,6.1,24.2,148,16.8,49.8,157.8099096,163.5689519
2005-01-01,4:00:00,1.9,5.6,126,4.3,55.3,,
2004-12-04,8:00:00,0.6,1.5,57,13.3,53.6,124.5147054,146.4491533
2004-03-29,0:00:00,0.9,2.2,58,10.6,48.0,88.61591696,110.7945071
2004-05-24,0:00:00,0.7,4.1,67,19.2,37.9,114.5494815,64.05598897
2005-01-02,14:00:00,4.2,18.8,179,11.8,44.4,,
2004-04-17,9:00:00,-200.0,7.2,-200,13.5,78.1,170.7185808,201.90745149999998
2004-12-11,9:00:00,2.0,7.9,140,14.2,66.4,,
2004-12-19,23:00:00,2.9,9.1,126,6.6,83.3,,
2004-10-20,8:00:00,-200.0,37.9,-200,19.9,69.9,,
2004-03-31,8:00:00,4.1,19.9,115,13.2,61.1,72.02016091,106.40955459999998
2005-01-30,5:00:00,0.6,0.6,50,3.1,44.4,,
2004-03-18,6:00:00,0.7,3.0,71,10.9,62.1,30.15505083,55.07188628
2004-12-25,9:00:00,2.5,9.4,121,9.0,70.8,,
2004-08-14,12:00:00,0.8,4.3,51,35.3,27.6,,
2004-10-05,5:00:00,-200.0,2.6,-200,14.0,63.8,110.59797649999999,63.6275218
2005-03-27,3:00:00,1.0,3.9,74,16.2,64.3,,
2004-12-04,17:00:00,1.2,3.5,77,10.3,65.2,141.8622909,155.4132229
2004-11-03,19:00:00,6.9,27.4,172,9.7,69.3,40.49864567,56.20048283
2005-03-18,6:00:00,0.8,3.3,106,7.2,68.6,,
2004-11-16,0:00:00,1.3,3.9,91,11.3,41.8,,
2004-11-04,20:00:00,1.1,3.4,78,15.6,37.5,134.81190519999998,156.5754339
2004-10-30,0:00:00,2.4,9.9,108,17.3,79.9,,
2004-04-16,22:00:00,2.7,9.6,103,13.1,80.1,145.94899099999998,163.47743300000002
2004-09-21,17:00:00,5.0,26.6,205,31.2,31.4,,
2004-06-24,10:00:00,1.6,6.6,92,29.1,37.4,,
2004-12-04,0:00:00,0.7,1.6,58,13.7,38.3,120.895094,158.22522790000002
2004-11-06,8:00:00,4.8,28.9,134,22.8,42.7,,
2004-04-25,13:00:00,0.8,2.2,52,17.9,30.7,188.5263868,215.4135722
2004-04-13,8:00:00,4.5,22.1,128,12.0,58.1,134.6998665,153.57213269999997
2004-08-30,19:00:00,-200.0,11.3,-200,28.4,38.4,,
2004-04-11,14:00:00,-200.0,24.4,139,25.9,42.8,,
2004-10-05,12:00:00,2.4,13.4,93,20.7,42.4,116.30695290000001,66.21288104
2004-03-20,10:00:00,2.6,12.5,107,15.0,52.3,23.99654504,60.16892374
2004-03-07,0:00:00,2.5,13.1,131,24.0,37.8,,
2004-09-11,21:00:00,3.0,9.6,-200,8.0,81.0,,
2005-03-25,21:00:00,3.9,16.7,155,18.2,61.0,,
2005-02-26,17:00:00,2.7,3.9,117,7.4,56.0,,
2004-06-17,6:00:00,1.3,9.3,77,18.3,60.8,,
2004-04-27,1:00:00,0.7,1.7,39,15.7,42.5,189.52429709999998,209.67175319999998
2004-03-19,1:00:00,1.6,6.6,96,11.9,71.1,46.49065233,58.90429399
2004-12-14,5:00:00,0.7,3.0,68,6.6,75.3,,
2005-01-27,22:00:00,1.4,3.6,128,4.3,41.1,,
2004-07-29,22:00:00,-200.0,14.8,134,27.6,40.5,,
2004-08-29,18:00:00,-200.0,8.8,-200,33.6,25.7,,
2004-05-30,6:00:00,0.1,2.9,45,17.3,47.6,,
2004-07-06,13:00:00,2.5,14.9,115,34.4,20.4,,
2004-03-21,18:00:00,3.8,15.1,116,18.5,43.8,49.615404999999996,51.68413967
2004-06-15,4:00:00,0.4,2.0,38,20.8,48.5,,
2004-09-20,5:00:00,0.5,2.7,47,20.2,60.8,,
2005-08-01,13:00:00,2.8,13.1,147,13.8,50.9,,
2004-04-29,0:00:00,1.5,7.8,89,17.4,55.6,186.6239664,220.29499980000003
2005-01-21,1:00:00,1.6,5.6,110,6.8,56.4,,
2004-12-15,23:00:00,1.7,-200.0,96,-200.0,-200.0,,
2004-12-16,12:00:00,4.2,-200.0,190,-200.0,-200.0,,
2004-05-11,1:00:00,1.8,9.2,62,18.4,68.5,,
2005-03-26,4:00:00,-200.0,6.0,92,16.2,71.2,,
2004-07-06,4:00:00,-200.0,2.1,34,17.2,57.9,,
2004-10-14,13:00:00,-200.0,9.7,-200,22.2,41.4,,
2004-03-22,4:00:00,-200.0,0.8,27,16.1,55.9,26.75097366,53.18739638
2004-04-24,17:00:00,1.8,9.9,93,27.5,31.6,172.19193080000002,209.4349666
2004-03-04,1:00:00,1.3,6.3,88,16.2,54.2,85.38436834,100.67914870000001
2004-05-05,7:00:00,3.5,19.1,107,15.1,76.8,38.77315528,129.7560326
2004-12-12,3:00:00,2.0,6.4,-200,6.6,58.1,,
2004-07-20,23:00:00,-200.0,14.2,112,29.0,33.4,,
2005-02-21,11:00:00,2.0,7.0,210,6.2,77.4,,
2004-11-27,13:00:00,4.4,19.4,156,15.4,73.3,,
2004-12-06,13:00:00,1.6,9.6,91,35.1,21.8,,
2004-10-11,21:00:00,3.9,15.3,193,10.3,71.1,,
2004-06-23,1:00:00,0.8,4.6,66,22.8,43.9,,
2004-10-27,20:00:00,2.8,15.3,94,18.2,71.4,,
2004-04-14,5:00:00,0.9,3.3,62,10.2,65.8,152.5982898,154.65367849999998
2004-12-22,3:00:00,0.9,2.9,-200,5.1,43.5,,
2005-04-02,8:00:00,4.0,19.7,306,2.3,70.9,,
2004-02-10,12:00:00,-200.0,12.1,-200,25.8,47.8,,
2005-03-20,15:00:00,0.9,3.6,73,23.1,32.1,,
2004-08-09,4:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
2005-01-28,3:00:00,0.8,1.4,-200,3.5,48.0,,
2005-03-24,15:00:00,2.0,10.3,123,24.1,33.3,,
2004-07-05,3:00:00,0.6,2.4,-200,13.9,67.7,33.11350706,126.96164579999999
2004-06-18,22:00:00,1.7,10.2,98,25.2,46.6,,
2004-11-20,12:00:00,1.6,8.5,149,14.8,14.3,,
2004-07-09,14:00:00,1.4,7.9,-200,31.5,21.5,,
2004-08-31,3:00:00,-200.0,2.1,-200,24.1,55.5,,
2004-05-09,9:00:00,0.8,2.8,-200,29.9,29.6,,
2005-01-24,12:00:00,0.5,5.1,138,11.8,35.4,,
2004-09-23,11:00:00,2.7,15.9,129,26.4,47.3,,
2004-09-18,10:00:00,1.4,6.6,83,25.4,34.8,,
2004-05-30,4:00:00,-200.0,5.2,55,17.0,47.7,,
2004-06-21,18:00:00,3.0,15.3,147,28.6,22.3,,
2004-07-09,1:00:00,0.8,3.0,-200,24.2,43.8,,
2005-03-30,3:00:00,0.5,1.1,61,12.5,67.4,,
2004-05-24,21:00:00,0.7,4.8,77,18.4,24.6,110.42921480000001,65.88951644
2004-08-15,14:00:00,0.4,2.6,14,36.3,18.4,,
2004-11-12,7:00:00,1.2,5.2,106,9.3,43.1,,
2004-02-08,15:00:00,1.4,9.4,105,37.9,23.8,,
2004-12-12,13:00:00,3.2,13.7,156,15.1,37.4,,
2004-10-19,3:00:00,-200.0,5.2,-200,14.0,76.6,,
2005-01-04,7:00:00,1.5,6.7,150,13.7,45.9,,
2005-03-16,2:00:00,0.9,2.9,111,11.3,58.0,,
2004-12-27,12:00:00,1.4,6.2,113,13.4,61.3,,
2004-07-08,3:00:00,0.6,2.6,-200,23.3,63.3,,
2004-12-07,17:00:00,3.1,14.0,119,24.0,36.3,,
2004-03-20,22:00:00,2.3,9.9,111,16.2,55.4,45.81610826,54.71550956
2005-01-24,14:00:00,0.7,5.6,-200,10.9,34.9,,
2005-01-21,22:00:00,3.5,21.8,230,8.9,71.0,,
2004-12-20,2:00:00,1.2,2.8,83,9.7,70.9,,
2004-10-04,6:00:00,1.4,6.0,65,10.8,70.5,124.1358611,144.4108379
2005-01-03,22:00:00,1.0,2.4,116,0.6,34.1,,
2004-10-28,15:00:00,4.4,25.9,122,20.7,63.0,,
2004-12-08,17:00:00,1.3,7.0,67,37.1,27.2,,
2005-03-01,18:00:00,3.9,-200.0,177,-200.0,-200.0,,
2005-01-29,15:00:00,1.0,2.2,88,3.7,45.8,,
2004-12-03,10:00:00,3.1,14.0,122,13.2,41.7,20.63446429,57.05008506
2004-03-05,15:00:00,1.5,11.2,74,30.9,19.7,39.71192866,150.1060793
2004-07-13,11:00:00,2.6,13.3,134,31.3,19.1,,
2004-10-22,8:00:00,4.1,28.0,91,20.4,66.7,,
2004-08-29,7:00:00,-200.0,2.8,-200,21.3,64.1,,
2005-02-19,1:00:00,2.1,6.8,219,3.1,57.8,,
2004-01-06,10:00:00,1.8,12.0,89,19.6,66.7,,
2004-03-08,19:00:00,-200.0,12.9,114,31.9,37.5,,
2004-04-19,12:00:00,-200.0,10.9,-200,18.0,46.7,173.1444855,204.6399127
2004-09-25,10:00:00,1.1,4.3,64,18.2,41.9,,
2004-09-12,4:00:00,0.4,0.7,30,14.8,65.5,,
2004-05-19,8:00:00,6.2,36.7,155,18.6,46.8,129.6680054,66.36036926
2004-11-27,23:00:00,2.7,10.1,89,11.2,78.3,,
2005-02-22,10:00:00,3.5,15.0,255,6.1,74.0,,
2004-04-20,4:00:00,-200.0,1.2,-200,9.8,80.0,182.0335301,211.73661529999998
2004-12-28,23:00:00,-200.0,3.6,-200,8.6,83.5,,
2004-06-19,6:00:00,0.5,3.2,62,22.8,48.9,,
2004-05-27,7:00:00,-200.0,24.8,-200,17.0,46.0,,
2004-07-30,20:00:00,-200.0,14.5,135,30.9,34.2,,
2004-05-21,21:00:00,2.5,13.8,130,22.3,32.1,120.6086118,65.76505771
2005-01-17,17:00:00,4.0,21.2,193,11.4,28.7,,
2004-11-06,16:00:00,1.9,12.3,120,36.4,15.1,,
2004-04-04,23:00:00,-200.0,6.4,-200,15.3,60.8,85.36638224,113.58241809999998
2004-10-10,14:00:00,1.3,4.4,69,19.8,78.0,,
2004-10-20,17:00:00,8.0,43.7,194,24.6,58.9,,
2004-10-11,14:00:00,2.7,10.8,145,10.5,62.2,,
2004-05-23,9:00:00,0.8,3.8,64,20.6,41.2,114.7544972,68.17830078
2004-03-07,22:00:00,2.0,11.6,109,26.7,35.8,,
2004-03-09,8:00:00,-200.0,34.5,-200,23.7,54.0,,
2005-01-21,19:00:00,1.6,20.3,194,12.0,56.5,,
2004-04-18,16:00:00,-200.0,7.0,-200,17.4,58.9,189.46462230000003,215.4439566
2005-01-02,21:00:00,3.3,9.8,172,7.8,41.3,,
2004-10-07,21:00:00,1.3,7.2,94,24.7,38.8,,
2005-01-22,22:00:00,2.1,16.9,215,8.4,36.5,,
2005-02-13,17:00:00,1.0,4.3,100,17.1,35.8,,
2005-12-01,17:00:00,3.4,17.6,173,14.6,54.0,,
2004-08-30,21:00:00,-200.0,10.8,-200,26.0,43.6,,
2004-06-21,3:00:00,0.3,-200.0,-200,-200.0,-200.0,,
2004-06-04,0:00:00,1.0,4.1,71,16.6,55.4,138.69675969999997,143.4022865
2004-06-16,13:00:00,2.4,13.7,110,32.7,25.8,,
2004-09-07,10:00:00,1.8,9.4,130,30.5,24.7,,
2004-08-13,6:00:00,0.8,4.0,52,25.2,67.1,,
2004-05-09,19:00:00,1.7,7.0,-200,29.3,20.4,,
2004-12-07,18:00:00,3.3,15.3,119,23.6,35.5,,
2005-01-30,17:00:00,1.0,2.6,118,7.8,28.3,,
2004-08-18,4:00:00,-200.0,4.1,-200,22.5,46.7,,
2004-06-08,0:00:00,-200.0,7.2,80,22.1,72.6,,
2005-01-04,15:00:00,1.1,3.6,119,19.4,25.3,,
2004-10-16,20:00:00,-200.0,7.9,-200,14.7,75.5,,
2004-10-14,4:00:00,-200.0,0.8,-200,15.1,55.4,,
2005-06-01,1:00:00,1.7,5.4,116,12.3,64.6,,
2004-05-07,22:00:00,1.9,11.3,103,27.3,36.8,,
2005-03-29,8:00:00,5.1,26.3,140,14.4,65.8,,
2004-10-13,14:00:00,-200.0,7.2,-200,17.4,48.3,,
2004-03-18,21:00:00,3.2,14.1,135,16.0,48.4,28.41245145,56.94017165
2004-03-15,15:00:00,2.5,12.1,104,24.4,28.9,39.16137859,53.79001568
2004-03-24,23:00:00,1.3,4.5,87,10.4,61.1,76.15959213,116.03860390000001
2004-05-24,10:00:00,1.0,5.8,90,21.7,18.1,117.4435663,70.95678022
2004-01-11,10:00:00,2.2,12.4,74,23.1,61.3,,
2004-12-22,19:00:00,3.9,13.6,178,6.4,36.5,,
2004-01-05,9:00:00,1.8,8.8,86,19.4,54.6,44.63766152,148.7068715
2004-10-28,18:00:00,5.9,28.2,136,20.3,66.7,,
2004-12-06,3:00:00,0.5,3.2,-200,22.6,34.8,,
2005-04-03,14:00:00,3.6,15.6,192,12.3,48.3,,
2004-05-26,13:00:00,1.8,14.0,112,31.6,16.4,,
2005-01-21,9:00:00,5.7,29.0,179,7.9,60.0,,
2004-06-18,8:00:00,4.4,28.8,121,22.8,47.9,,
2004-11-29,3:00:00,1.7,4.9,-200,9.5,81.7,,
2004-08-07,15:00:00,2.1,16.5,145,41.9,14.8,,
2004-04-09,6:00:00,1.0,5.3,-200,22.5,53.6,,
2005-02-13,11:00:00,3.3,11.2,188,14.1,67.9,,
2004-07-06,18:00:00,2.8,19.0,108,30.5,24.2,,
2004-05-08,15:00:00,-200.0,6.4,97,28.7,51.4,,
2004-05-06,9:00:00,1.6,7.6,81,22.4,47.9,,
2004-05-25,12:00:00,2.1,13.5,114,29.2,9.8,,
2004-08-16,0:00:00,0.7,4.0,42,27.8,35.2,,
2004-11-18,11:00:00,4.7,20.2,278,13.4,52.8,,
2004-06-08,1:00:00,-200.0,6.8,71,21.8,74.1,,
2005-03-24,23:00:00,2.7,11.9,159,17.0,56.6,,
2004-07-30,19:00:00,-200.0,16.5,137,33.3,28.7,,
2004-10-06,17:00:00,3.5,21.2,178,38.9,18.8,,
2004-06-19,17:00:00,1.0,-200.0,63,-200.0,-200.0,,
2005-06-03,18:00:00,2.3,8.6,162,10.1,33.2,,
2005-01-13,3:00:00,1.6,6.3,-200,6.9,80.7,,
2004-05-19,12:00:00,2.0,13.4,113,30.1,22.1,119.65728059999999,60.28867817
2004-12-13,13:00:00,4.1,22.4,187,13.9,42.8,,
2004-10-31,17:00:00,2.3,10.8,93,22.4,63.2,,
2005-01-20,23:00:00,1.7,6.4,120,7.3,52.8,,
2004-01-07,14:00:00,1.8,10.1,110,38.1,26.3,,
2005-01-25,19:00:00,1.0,5.8,142,4.3,56.7,,
2005-03-13,16:00:00,0.3,5.0,102,19.7,37.1,,
2004-12-06,23:00:00,2.6,13.2,112,24.9,45.6,,
2004-08-05,23:00:00,-200.0,6.9,-200,13.7,59.7,124.54392990000001,64.61298815
2004-04-15,18:00:00,5.9,28.1,149,18.3,44.1,127.235279,167.75238969999998
2004-05-27,1:00:00,-200.0,6.6,-200,18.6,39.3,,
2004-06-26,19:00:00,1.9,9.2,98,30.5,33.9,,
2004-12-26,3:00:00,0.6,1.5,-200,11.7,74.1,,
2004-10-08,18:00:00,1.8,10.9,96,38.8,24.7,,
2005-02-19,23:00:00,1.9,7.7,181,9.3,41.9,,
2005-10-02,8:00:00,3.3,-200.0,247,-200.0,-200.0,,
2004-12-16,19:00:00,8.6,-200.0,227,-200.0,-200.0,,
2004-06-16,15:00:00,2.2,12.0,107,33.6,24.4,,
2004-02-10,21:00:00,-200.0,11.2,-200,22.1,61.1,,
2004-02-10,1:00:00,-200.0,8.4,-200,20.6,63.4,,
2004-09-28,11:00:00,3.4,19.4,181,24.5,29.8,,
2005-02-13,6:00:00,2.6,10.9,150,8.3,84.0,,
2004-05-17,10:00:00,1.7,8.5,94,22.3,24.1,110.94842849999999,67.34579493
2004-08-31,21:00:00,2.1,11.5,98,25.7,48.7,,
2004-07-24,8:00:00,1.7,10.0,79,26.6,50.8,,
2005-03-31,12:00:00,1.2,4.3,108,22.8,33.0,,
2004-11-09,10:00:00,-200.0,16.3,-200,28.7,30.3,,
2004-03-27,5:00:00,0.8,1.9,48,8.2,58.9,77.16750313,113.0359145
2004-05-31,0:00:00,0.2,4.3,28,20.6,39.9,,
2004-09-23,19:00:00,4.7,25.6,173,27.2,45.9,,
2005-02-18,9:00:00,2.5,9.8,199,8.4,44.6,,
2005-06-03,14:00:00,1.4,6.7,113,13.1,26.6,,
2004-07-24,12:00:00,1.3,6.7,68,37.8,26.3,,
2004-05-06,7:00:00,1.5,7.4,95,19.8,59.4,,
2005-03-28,11:00:00,1.6,5.5,111,20.8,50.4,,
2004-07-19,6:00:00,0.8,8.3,89,21.4,46.5,,
2005-01-16,7:00:00,1.4,5.4,118,3.9,67.1,,
2004-05-07,6:00:00,0.7,5.6,57,21.1,47.3,,
2004-09-17,14:00:00,1.1,6.3,81,23.2,42.8,,
2004-11-17,17:00:00,7.8,35.9,272,16.0,41.5,,
2004-12-04,14:00:00,0.7,1.7,60,10.7,67.6,150.36151519999999,160.2466466
2005-01-31,5:00:00,0.4,0.3,37,3.4,38.9,,
2004-05-09,15:00:00,0.6,1.9,-200,32.6,17.5,,
2004-06-28,6:00:00,0.7,5.0,54,23.7,47.1,,
2004-08-20,0:00:00,-200.0,5.3,-200,28.5,52.1,,
2004-12-15,0:00:00,2.9,-200.0,115,-200.0,-200.0,,
2004-08-10,12:00:00,3.3,19.6,101,26.4,45.8,,
2004-08-15,19:00:00,1.0,4.6,81,32.6,24.6,,
2005-02-02,18:00:00,4.8,19.5,171,10.5,25.1,,
2004-07-26,14:00:00,-200.0,5.3,76,35.2,24.1,,
2004-10-14,16:00:00,-200.0,10.4,-200,21.5,46.7,,
2005-01-01,17:00:00,3.0,12.1,165,10.9,39.7,,
2004-06-26,23:00:00,2.7,15.1,117,27.2,42.5,,
2004-10-19,9:00:00,-200.0,30.1,-200,16.6,68.4,,
2004-05-31,18:00:00,3.5,25.0,161,26.0,34.6,,
2004-10-09,1:00:00,1.0,5.5,75,24.4,39.1,,
2005-01-22,13:00:00,1.0,15.0,192,15.0,50.2,,
2004-03-23,4:00:00,-200.0,0.8,31,10.1,76.8,45.80545704,50.45470906
2004-10-16,4:00:00,-200.0,3.6,-200,15.0,78.4,,
2004-07-05,8:00:00,4.2,22.1,107,16.4,50.2,50.22316855,168.66964
2004-12-22,23:00:00,1.9,5.7,132,4.5,43.9,,
2005-03-15,6:00:00,0.6,2.4,88,9.3,67.9,,
2004-12-15,21:00:00,2.1,-200.0,107,-200.0,-200.0,,
2005-02-18,1:00:00,1.3,3.1,130,6.8,48.2,,
2004-02-12,23:00:00,4.8,20.9,115,14.2,78.0,,
2004-10-10,16:00:00,1.7,6.6,82,19.6,79.1,,
2004-01-04,5:00:00,0.9,2.9,50,11.0,63.7,71.27810621,105.1658149
2004-04-23,9:00:00,5.0,22.1,142,19.1,42.1,189.39672439999998,206.48196049999999
2004-07-08,16:00:00,1.0,5.8,68,38.5,21.8,,
2004-03-11,20:00:00,3.3,18.7,97,22.4,55.2,,
2004-11-30,18:00:00,5.2,22.8,159,11.9,62.3,,
2004-06-27,19:00:00,1.7,10.3,103,34.3,26.0,,
2004-08-04,1:00:00,1.5,5.7,89,9.0,76.7,120.9091138,167.7210807
2004-11-09,19:00:00,-200.0,13.9,-200,29.3,32.6,,
2004-12-07,14:00:00,1.6,7.4,80,24.2,36.9,,
2005-06-02,1:00:00,1.4,4.9,176,3.7,40.1,,
2004-10-04,16:00:00,1.5,6.8,91,22.1,21.3,123.39182050000001,165.6602221
2004-07-23,13:00:00,2.1,14.6,135,42.2,14.6,,
2004-07-10,15:00:00,-200.0,12.7,-200,27.2,40.7,,
2004-11-25,10:00:00,4.6,20.1,190,10.0,63.4,,
2005-08-01,20:00:00,5.5,22.4,196,12.6,65.2,,
2004-08-31,17:00:00,2.0,10.1,82,32.7,33.0,,
2005-11-03,12:00:00,1.0,9.3,162,17.2,30.6,,
2005-12-01,3:00:00,1.1,4.3,-200,11.5,68.2,,
2004-03-29,9:00:00,1.5,5.5,98,11.8,37.6,82.73443516,105.42246509999998
2004-08-09,22:00:00,2.6,14.6,146,25.1,32.3,,
2004-03-12,1:00:00,2.6,9.3,100,14.4,82.7,,
2005-02-17,16:00:00,1.4,5.0,136,9.0,44.9,,
2004-09-07,3:00:00,0.5,2.7,-200,27.8,43.7,,
2004-12-30,7:00:00,-200.0,1.4,-200,8.7,43.4,,
2005-05-01,14:00:00,3.1,13.2,155,14.3,61.2,,
2005-07-01,13:00:00,2.5,11.4,137,10.6,62.3,,
2004-11-16,1:00:00,1.0,2.8,76,11.2,42.0,,
2004-03-16,18:00:00,3.4,17.8,139,23.9,25.7,33.57399569,54.37017108
2004-03-06,14:00:00,-200.0,8.6,-200,28.7,27.7,,
2004-05-07,10:00:00,3.2,15.9,175,30.6,23.2,,
2004-08-09,17:00:00,3.4,-200.0,-200,-200.0,-200.0,,
2004-08-06,12:00:00,2.5,15.7,124,33.7,25.5,,
2005-05-01,11:00:00,5.2,22.9,198,11.2,61.9,,
2004-04-27,7:00:00,4.1,23.4,122,15.9,48.5,189.71534269999998,210.9359014
2004-07-22,14:00:00,1.5,11.1,113,42.8,14.3,,
2004-10-12,0:00:00,0.6,1.9,58,11.9,54.6,,
2005-03-27,0:00:00,1.6,6.4,102,16.3,65.2,,
2005-03-31,4:00:00,0.5,1.6,54,12.9,72.7,,
2004-10-25,17:00:00,7.9,46.3,158,21.7,61.9,,
2004-01-06,1:00:00,-200.0,2.9,23,19.6,68.4,,
2004-02-09,6:00:00,0.8,5.8,58,21.8,55.5,,
2004-04-15,11:00:00,3.8,17.5,135,17.1,42.1,129.3827006,166.2194342
2004-04-13,12:00:00,1.6,7.2,84,15.1,42.7,129.4010171,167.696718
2004-03-17,18:00:00,5.0,27.0,158,25.9,16.0,41.75351717,55.46156766
2004-07-20,17:00:00,-200.0,17.5,145,41.3,15.5,,
2004-04-29,14:00:00,3.4,20.9,122,22.4,37.9,184.5662695,207.57530500000001
2004-12-03,14:00:00,2.7,12.8,123,16.3,35.7,50.82151313,53.87399004
2004-03-17,2:00:00,0.9,4.1,79,14.1,55.6,48.16061548,54.44932294
2005-01-03,16:00:00,1.0,3.0,113,4.1,28.6,,
2004-05-18,19:00:00,4.7,25.5,162,25.8,27.0,116.8011523,63.21783632
2004-06-11,13:00:00,3.5,19.4,121,20.7,59.3,,
2004-06-09,3:00:00,0.5,1.0,-200,24.0,45.5,,
2004-12-10,3:00:00,0.6,2.4,-200,18.3,66.9,,
2004-08-28,12:00:00,1.2,7.2,37,34.3,24.5,,
2004-03-28,0:00:00,2.3,8.9,102,10.9,55.9,83.79785982,102.2501227
2004-07-11,16:00:00,0.9,3.4,50,16.8,32.1,,
2004-05-22,9:00:00,2.2,11.7,102,20.6,47.1,128.7895645,67.49387437
2005-03-27,18:00:00,1.6,4.4,122,13.8,83.5,,
2004-04-10,16:00:00,-200.0,21.1,-200,28.9,36.3,,
2004-11-21,8:00:00,0.2,4.9,116,1.3,65.3,,
2004-06-13,8:00:00,0.4,1.2,42,20.5,46.8,,
2004-03-21,4:00:00,-200.0,5.8,87,15.4,57.8,30.70374307,50.89031315
2004-12-08,16:00:00,1.1,5.7,69,38.1,26.3,,
2004-12-09,12:00:00,-200.0,6.4,-200,28.2,48.6,,
2004-09-19,2:00:00,1.2,6.2,64,19.6,56.6,,
2005-02-03,19:00:00,5.1,23.3,240,7.2,25.6,,
2004-12-29,1:00:00,-200.0,2.8,-200,8.8,81.2,,
2004-07-15,3:00:00,0.4,3.1,-200,22.0,42.6,,
2004-09-17,8:00:00,2.2,9.7,91,19.7,57.8,,
2004-03-25,21:00:00,2.5,10.3,119,12.2,53.2,72.46727312,100.9434193
2004-10-07,14:00:00,0.6,5.0,62,33.1,16.8,,
2004-12-03,13:00:00,2.5,11.0,116,16.1,34.5,33.60978521,59.19740879
2005-04-02,19:00:00,3.0,11.8,204,8.1,41.0,,
2004-03-19,16:00:00,4.0,19.4,147,16.1,50.2,43.25901953,56.94653907
2004-05-06,22:00:00,0.8,5.6,43,22.1,53.5,,
2004-05-21,9:00:00,3.4,20.2,139,20.7,40.0,116.25075249999999,64.17081906
2004-06-18,15:00:00,2.1,12.6,126,37.3,21.9,,
2004-12-20,9:00:00,3.6,7.1,119,8.5,60.4,,
2004-07-10,19:00:00,6.7,37.1,128,24.0,50.6,,
2004-10-24,6:00:00,1.2,7.5,47,17.3,78.4,,
2004-06-16,0:00:00,1.9,9.4,104,22.2,53.9,,
2005-04-02,13:00:00,1.2,6.3,138,14.5,28.3,,
2004-04-18,2:00:00,-200.0,5.6,-200,15.6,60.2,185.87607739999999,207.2533158
2004-07-08,6:00:00,0.6,3.3,44,22.6,63.4,,
2004-12-23,6:00:00,1.2,2.5,78,2.8,55.2,,
2005-05-02,21:00:00,1.4,5.8,180,5.5,42.6,,
2004-12-24,7:00:00,3.9,9.5,138,5.3,61.1,,
2004-07-09,20:00:00,3.3,15.3,-200,27.4,30.8,,
2004-05-22,5:00:00,0.5,3.6,59,15.8,53.8,115.12102970000001,69.60247854
2005-07-03,11:00:00,1.4,4.4,162,9.6,27.7,,
2004-07-26,18:00:00,-200.0,17.6,129,33.0,28.2,,
2004-07-29,4:00:00,-200.0,1.9,33,23.9,34.4,,
2004-07-21,5:00:00,-200.0,5.4,73,23.3,50.1,,
2005-02-14,11:00:00,2.5,33.9,123,11.7,36.9,,
2004-04-09,1:00:00,1.2,6.7,-200,25.8,45.4,,
2004-11-26,16:00:00,6.2,29.1,213,15.7,58.9,,
2004-03-12,15:00:00,3.4,15.5,134,18.8,62.7,,
2004-08-27,4:00:00,0.6,-200.0,58,-200.0,-200.0,,
2004-01-07,18:00:00,3.3,18.0,169,34.5,28.5,,
2004-09-18,4:00:00,-200.0,2.7,45,20.6,45.9,,
2004-03-24,12:00:00,1.5,6.7,85,15.6,40.6,77.96681516,106.511219
2004-12-03,4:00:00,-200.0,1.1,32,6.1,65.9,24.97804034,54.40063745
2004-11-03,6:00:00,0.7,1.6,48,10.5,58.1,34.477874299999996,51.23577014
2005-01-23,18:00:00,-200.0,4.3,130,5.7,75.1,,
2004-01-04,17:00:00,3.3,16.4,106,23.6,27.5,84.32148767,106.6323353
2004-08-08,18:00:00,1.0,5.0,54,33.8,32.1,,
2004-03-09,22:00:00,1.3,8.1,-200,29.1,36.7,,
2004-12-14,22:00:00,2.5,-200.0,112,-200.0,-200.0,,
2004-04-19,10:00:00,-200.0,6.8,-200,19.5,43.3,181.63272030000002,214.88535299999998
2004-05-22,23:00:00,3.1,15.3,100,20.2,52.9,114.96554240000002,60.78500241
2004-11-24,11:00:00,3.3,15.1,116,13.3,68.8,,
2005-08-03,19:00:00,5.1,23.4,242,11.0,33.8,,
2004-08-08,15:00:00,0.7,3.0,35,33.0,37.3,,
2004-09-07,0:00:00,3.2,19.5,136,29.1,34.8,,
2004-10-09,22:00:00,1.6,9.2,127,26.0,33.4,,
2004-03-06,20:00:00,-200.0,14.5,-200,24.1,34.8,,
2005-02-21,15:00:00,1.6,6.9,157,6.9,71.3,,
